Gene,Collapsing model,P value,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
ADRB1,flexdmg,0.00000753327294452372,676,253850,-0.161483838003771,0.0004727146,-0.169506529235758,0.037852086444259,-0.243695608209451,-0.0953174502620659
FES,flexdmg,4.80353975849636e-7,984,253542,0.14996495,-0.00062043795,0.158033899328014,0.0313925038565903,0.0965054297883448,0.219562368867683
GUCY1A1,flexdmg,0.0000363454846908425,1365,253161,0.0888245129071311,-0.0004973352,0.110154704159867,0.026674196570745,0.0578739909457887,0.162435417373945
JMJD1C,flexdmg,0.0000473610787593774,1912,252614,-0.101854005,0.0007189202,-0.0917945231641018,0.022563073251458,-0.136017544418337,-0.0475715019098663
VASN,flexdmg,0.0000521144799992643,984,253542,-0.117047045742502,0.0004234735,-0.127016484356263,0.0313930617357365,-0.188546047324167,-0.06548692138836
EIF5,flexdmg,0.000126945235523577,670,253856,0.13270445,-0.0003446877,0.145711128124885,0.0380211552935609,0.0711906787198345,0.220231577529936
IFRD1,flexdmg,0.00014125727457943,722,253804,0.1339667,-0.0003643842,0.139415140459922,0.0366302200368488,0.0676208870271717,0.211209393892672
ANKRD24,flexdmg,0.00015063132602407,987,253539,0.1426363,-0.0004776387,0.118802633688259,0.0313456506415177,0.0573659951993908,0.180239272177127
CD52,flexdmg,0.000169428990861308,13,254513,1.181565,-0.00003446877,1.02520156507278,0.272604162318754,0.4909046840645,1.55949844608106
DUOXA2,flexdmg,0.000166066031109183,828,253698,0.1799331,-0.0005908933,0.128837043561774,0.034212561595855,0.0617813361342597,0.195892750989287
LRAT,flexdmg,0.000197255178421844,202,254324,-0.2579971,0.0001969644,-0.257531530198353,0.0691812903283858,-0.393125012455471,-0.121938047941234
MTMR8,flexdmg,0.000217690059834617,1389,253137,-0.1553231,0.0008518712,-0.0978081444926233,0.0264517656225652,-0.149652898986037,-0.0459633899992095
POU3F3,flexdmg,0.000221129358666987,351,254175,0.0972813,-0.0001723439,0.193906642178895,0.0524977079943171,0.0910125359302562,0.296800748427533
KIF1A,flexdmg,0.000269204464007883,3293,251233,0.06604584,-0.0008617194,0.0628086862808316,0.0172394420084135,0.0290198401492452,0.0965975324124179
LDLR,flexdmg,0.000230249952388273,2344,252182,-0.0833236325939519,0.0007681613,-0.0751224251039371,0.0203952194517418,-0.115096510781334,-0.0351483394265399
TEKT2,flexdmg,0.000263194889277745,745,253781,-0.100171,0.000310219,-0.131594765757848,0.0360620757203801,-0.202275471496867,-0.0609140600188303
GPR68,flexdmg,0.000320842995637233,319,254207,-0.2095626,0.0003003707,-0.198116513660377,0.0550643036544134,-0.306041078887831,-0.0901919484329238
RASA1,flexdmg,0.000309058327958401,1064,253462,-0.124229129991905,0.0005810451,-0.108931469176437,0.0301946924451647,-0.168112260325148,-0.049750678027725
MGAT2,flexdmg,0.000355570344825662,546,253980,-0.1901868,0.0004136253,-0.150371197625456,0.0421079806121022,-0.232901715557519,-0.0678406796933916
IL22RA2,flexdmg,0.000389865870364885,592,253934,0.13841955,-0.0002363573,0.143445571096803,0.0404425449380222,0.0641792626273239,0.222711879566282
ANAPC2,flexdmg,0.000557384214362439,1044,253482,0.103037435,-0.0005022593,0.105209835316949,0.0304815561396725,0.0454667989847948,0.164952871649103
DHX30,flexdmg,0.000529286389376589,117,254409,0.3147434,-0.0001821921,0.314971641204108,0.0908871611753981,0.136835231522549,0.493108050885667
SMAD9,flexdmg,0.000554637046171577,2494,252032,0.08038396,-0.0007681613,0.0682919552380702,0.0197780118668568,0.0295275799507628,0.107056330525378
MYH1,flexdmg,0.000570751647021134,6940,247586,0.046253885,-0.001349207,0.0412125943295962,0.0119623600678749,0.0177666879303753,0.0646585007288171
SLC26A9,flexdmg,0.000614249676996889,2155,252371,0.05849731,-0.0004579423,0.0728304159339925,0.0212625802916515,0.0311563261644693,0.114504505703516
ZKSCAN5,flexdmg,0.000589849617761196,199,254327,0.33945,-0.0001624956,0.23951158015443,0.069700781193962,0.102899909668531,0.376123250640329
COL21A1,flexdmg,0.000627885519449448,2474,252052,-0.090624125,0.0008567953,-0.0678978084122798,0.0198571303096024,-0.106817253735311,-0.0289783630892485
USF1,flexdmg,0.000646381112517816,570,253956,0.10165085,-0.0002757502,0.140597852277521,0.0412140123791886,0.0598194882175893,0.221376216337452
CTTNBP2,flexdmg,0.00067810749738802,3471,251055,-0.06725986,0.001019291,-0.0570838047939363,0.0167976404926739,-0.0900067317485133,-0.0241608778393592
ERGIC2,flexdmg,0.000694030471502323,582,253944,-0.17416845,0.00035453595,-0.138350458235552,0.0407876637686301,-0.218293190400116,-0.0584077260709883
SVEP1,flexdmg,0.000731130466102295,4919,249607,0.05635672,-0.00113747,0.0477982899822041,0.0141512508543009,0.0200622160737739,0.0755343638906343
OTOG,flexdmg,0.000763606420312896,5407,249119,0.05453199,-0.001216256,0.0454729516172437,0.0135106917805354,0.0189923563937436,0.0719535468407437
USP36,flexdmg,0.000758974015483991,468,254058,0.1562407,-0.0003151431,0.153131523715427,0.0454749818480223,0.0640017732426671,0.242261274188187
DNAJC7,flexdmg,0.000791795793000417,373,254153,0.1237676,-0.0002806743,0.170898672860185,0.0509280676897152,0.0710810197072006,0.270716326013169
TIE1,flexdmg,0.000812608545880173,2199,252327,0.0561693,-0.0005465763,0.0704884202927339,0.0210507193783216,0.0292295722577347,0.111747268327733
OR9A2,flexdmg,0.000875309149239918,319,254207,0.1846893,-0.0002511296,0.183246848857269,0.0550646117485318,0.0753216797735675,0.29117201794097
HTN1,flexdmg,0.000923760113816725,108,254418,-0.37921105,0.0001575715,-0.313379875175357,0.0945963441448318,-0.498786184460797,-0.127973565889917
PRAME,flexdmg,0.00092589307210402,221,254305,0.2832497,-0.000211736751087278,0.219078907630477,0.0661436873067488,0.0894390462073071,0.348718769053647
OR2A25,flexdmg,0.000936951821967281,162,254364,-0.3372045,0.000177268,-0.25559786637284,0.0772468890242363,-0.406999706763604,-0.104196025982076
REN,flexdmg,0.000939768582505392,644,253882,-0.12174935,0.00035453595,-0.128282802636634,0.0387795315277185,-0.204289649215868,-0.0522759560574002
INPP4A,flexdmg,0.0010199690572518,857,253669,0.1665168,-0.0005564245,0.110476773163763,0.0336306983268507,0.044561502210725,0.176392044116801
RPUSD4,flexdmg,0.00100167123749347,265,254261,-0.1798129,0.0001920403,-0.198750257646444,0.060408666196365,-0.317149630788985,-0.0803508845039033
TANC1,flexdmg,0.0010767653594463,2887,251639,0.04201009,-0.0004776387,0.0601529283429823,0.0183970883071404,0.0240951263691247,0.0962107303168399
GALNT10,flexdmg,0.00109091735419892,1048,253478,0.07105065,-0.0003151431,0.0993631455294011,0.0304234758059378,0.0397339451009194,0.158992345957883
C4ORF33,flexdmg,0.00114705704227799,269,254257,0.2128959,-0.0001526474,0.194969498333156,0.0599580522380788,0.0774533165197691,0.312485680146544
GPBP1,flexdmg,0.00117442822919069,129,254397,-0.3879269,0.0001624956,-0.28088829594194,0.0865588528961305,-0.450541336939822,-0.111235254944058
KLHL9,flexdmg,0.00117414679925199,551,253975,-0.1218525,0.0003496118,-0.136026152959334,0.041917090577247,-0.218182531518869,-0.0538697743997986
CD247,flexdmg,0.00122246031968282,167,254359,0.178632,-0.0001526474,0.246018910711109,0.076081494319297,0.0969012128319494,0.395136608590269
GALNT4,flexdmg,0.00124152493288641,876,253650,-0.11049495,0.0004136253,-0.107420125213445,0.0332652369136131,-0.172619101552487,-0.0422211488744025
HTR6,flexdmg,0.00119801706760706,408,254118,0.11646685,-0.0001871162,0.157754726176838,0.0486989234236825,0.0623061362785301,0.253203316075146
PTBP3,flexdmg,0.00131617350722377,350,254176,0.23574965,-0.000305294871093447,0.168888144073125,0.0525727506864967,0.0658469561510709,0.271929331995179
ZNF221,flexdmg,0.00131116151653824,676,253850,-0.082539745,0.0001969644,-0.121642362789431,0.0378528221396807,-0.195832883706511,-0.0474518418723519
CHN2,flexdmg,0.00138972847959432,704,253822,-0.1054085,0.000216660861656499,-0.118584658803345,0.0370946714818633,-0.191289224669847,-0.0458800929368442
CYLC2,flexdmg,0.00138966877221277,155,254371,-0.3102864,0.0002412814,-0.252453025370808,0.0789699597572207,-0.407232038401048,-0.0976740123405674
OR2AP1,flexdmg,0.00136058634274238,598,253928,0.17180165,-0.0003643842,0.128885424095539,0.0402399796466771,0.0500161381896393,0.207754710001439
OR2W3,flexdmg,0.00137716240957514,273,254253,-0.160897464878808,0.0001723439,-0.190424516564499,0.0595182534172379,-0.307078704429417,-0.0737703286995815
FAM168B,flexdmg,0.00147898949312017,244,254282,0.2563018,-0.0001969644,0.200114215774825,0.0629525668046295,0.0767288653492172,0.323499566200433
GNG11,flexdmg,0.0016456512447065,96,254430,0.29303135,-0.00007878577,0.315818602717578,0.100332320550487,0.119169932798279,0.512467272636878
SRSF5,flexdmg,0.00170269298390146,137,254389,-0.2557163,0.0001624956,-0.263554111044607,0.083994611300161,-0.42818130696652,-0.0989269151226933
BRWD1,flexdmg,0.0017366854043356,1275,253251,-0.0855128,0.0003594601,-0.0864264667737778,0.0275950893377713,-0.140512105228102,-0.0323408283194539
KLHL29,flexdmg,0.00175178850689863,1423,253103,-0.09480786,0.000556424509970272,-0.0817662941655596,0.0261283607307565,-0.132977183704284,-0.0305554046268348
GPR21,flexdmg,0.00184571880194305,249,254277,0.173540933265504,-0.000211736751087278,0.194057881903191,0.0623173028491652,0.0719176318719955,0.316198131934386
NDUFAF6,flexdmg,0.00185349149798525,832,253694,0.1341898,-0.00053180395,0.106242316094962,0.0341309111942757,0.0393466412748951,0.173137990915028
PHF23,flexdmg,0.001856385748631,221,254305,0.2181474,-0.0001526474,0.205860485172893,0.0661435663454048,0.0762208608307285,0.335500109515058
ATP1A4,flexdmg,0.00189167058497461,3890,250636,0.056593455,-0.0009257329,0.0493370766279374,0.0158805271323044,0.0182116673774499,0.0804624858784249
GANAB,flexdmg,0.00193172053239234,1664,252862,0.069046545,-0.0004727146,0.0749522880362635,0.0241737414751276,0.027572400060237,0.12233217601229
SPNS1,flexdmg,0.00195279201278442,409,254117,-0.1427955,0.0002511296,-0.150651472644067,0.0486387985986494,-0.245982219490335,-0.0553207257977987
ARL2,flexdmg,0.00202657300505451,434,254092,0.1095933,-0.0001871162,0.145735449650067,0.0472194740292738,0.0531865410710705,0.238284358229064
ANK1,flexdmg,0.00209170083070995,3738,250788,-0.049808275,0.0007189202,-0.0498319628786301,0.0161953775836148,-0.0815744706087898,-0.0180894551484705
ZNF534,flexdmg,0.00205423578315789,1229,253297,-0.0901198,0.0004579423,-0.0866256506377664,0.0281041441180396,-0.141709022872258,-0.0315422784032749
ENPEP,flexdmg,0.00219785995620743,2135,252391,0.06781262,-0.0005071834,0.0654108026671661,0.0213611636269429,0.0235434921921423,0.10727811314219
PLXNB3,flexdmg,0.0022069188226085,1190,253336,-0.1369379,0.0006893755,-0.0874356371280085,0.0285652869670562,-0.143422837036418,-0.0314484372195994
IRAK1,flexdmg,0.00230239581382975,207,254319,-0.2264754,0.0001624956,-0.208330329067575,0.0683453410400441,-0.342285373035113,-0.0743752851000373
SRRM2,flexdmg,0.00250227949218938,2789,251737,0.07184051,-0.0007927819,0.0565742281309059,0.0187140046533,0.0198952785786206,0.0932531776831913
RIPOR1,flexdmg,0.00253619344874237,1361,253165,-0.08328904,0.0004283976,-0.0806486149479502,0.0267135127456263,-0.133006386815255,-0.0282908430806456
POM121L12,flexdmg,0.00277975283122751,150,254376,0.26331805,-0.000177268,0.240115641244782,0.0802759416190186,0.0827769386284526,0.397454343861112
UBE2D2,flexdmg,0.00275989147147851,18,254508,-0.68299895,0.00005908933,-0.693469082850753,0.231672425555091,-1.14754085247021,-0.239397313231293
PDE1A,flexdmg,0.00280257079305014,469,254057,-0.1327639,0.0002708261,-0.135763720669597,0.0454267256978719,-0.224798890376254,-0.0467285509629391
TMUB1,flexdmg,0.00282598759472213,211,254315,0.2211437,-0.0002412814,0.202133793319833,0.0676918546205369,0.0694595652897856,0.334808021349881
EAPP,flexdmg,0.00289042201584436,364,254162,0.074718995897755,-0.0001575715,0.153586750178599,0.0515532536988651,0.0525437491369486,0.254629751220249
IGDCC3,flexdmg,0.00289514579578531,796,253730,0.1341102,-0.00035453595,0.103931047511314,0.0348915757885394,0.0355444903923435,0.172317604630284
FZD9,flexdmg,0.00291818615846102,914,253612,-0.1188593,0.0003348395,-0.0969336822294296,0.0325690004001453,-0.160768053588028,-0.0330993108708314
RILP,flexdmg,0.00293900992153031,397,254129,-0.1414127,0.000211736751087278,-0.146822094945893,0.0493673178294732,-0.243580720036839,-0.0500634698549464
ADCY1,flexdmg,0.0029976223910933,1658,252868,0.07288227,-0.00053180395,0.0718771317658346,0.0242172789671449,0.0244119114676825,0.119342352063987
ALDOB,flexdmg,0.00296211606827932,1879,252647,0.0769362727981698,-0.0006056656,0.0676304987753818,0.0227584075673329,0.0230246274764585,0.112236370074305
LOX,flexdmg,0.00298554209242938,171,254355,0.2750887,-0.0001723439,0.223250326033811,0.0751874148400178,0.075885000066691,0.370615652000932
ADRA2C,flexdmg,0.00303305477725865,338,254188,0.18393315,-0.0001871162,0.158584938273252,0.0534965366679319,0.0537331544879445,0.26343672205856
GRIA1,flexdmg,0.00304126071600746,962,253564,0.0983203727939546,-0.000393928867823108,0.0940902649535899,0.0317490145418506,0.0318630439878219,0.156317485919358
DCXR,flexdmg,0.00309813030246859,531,253995,-0.1548845,0.000398853,-0.126293282264223,0.0426975441656528,-0.209979329022916,-0.0426072355055308
MAP3K15,flexdmg,0.00305436342479464,1699,252827,-0.007726006,0.00006401344,0.0708987839601254,0.0239341673442155,0.0239884548852831,0.117809113034968
SH2D7,flexdmg,0.00315153677948261,362,254164,-0.2082647,0.000216660861656499,-0.152635466184644,0.0516955300288674,-0.253957325035049,-0.0513136073342399
SMAD6,flexdmg,0.00314640069292546,1830,252696,0.11239265,-0.00078785775,0.0680952796161909,0.0230590007995734,0.0229002536063777,0.113290305626004
C3ORF52,flexdmg,0.00317482326792911,867,253659,0.1127792,-0.0004087012,0.0986510103952435,0.0334374868116157,0.0331144288543071,0.16418759193618
CABP2,flexdmg,0.0033845864302749,550,253976,-0.11320535,0.0003249913,-0.122949104236179,0.0419551443667323,-0.205180067207264,-0.0407181412650944
MMP7,flexdmg,0.00340678093456178,189,254337,-0.158094689791435,0.0001624956,-0.209442655293351,0.071519775646871,-0.349619506349106,-0.0692658042375961
RTN4R,flexdmg,0.00342355417396387,178,254348,-0.150979683567079,0.0001280269,-0.215700339814568,0.0736950620087956,-0.360140694070678,-0.0712599855584572
EMID1,flexdmg,0.00346060218861967,925,253601,0.09185039,-0.0003299154,0.0946538547236933,0.0323759943581195,0.0311977700551917,0.158109939392195
SOS2,flexdmg,0.00347031251545329,1978,252548,0.04911312,-0.00048256285,0.0648432190279108,0.0221859995200134,0.0213592522213674,0.108327185834454
DNMT3A,flexdmg,0.00348319117143057,1113,253413,0.1362421,-0.0005170316,0.0862716311375405,0.0295293514707666,0.0283948905374491,0.144148371737632
MUC20,flexdmg,0.00359640951499579,49,254477,0.3449216,-0.00006401344,0.408854369233671,0.14042370475404,0.133627656510258,0.684081081957085
SPC25,flexdmg,0.00369118223161956,238,254288,0.160658052270934,-0.0001575715,0.185064931081116,0.0637398631546531,0.0601365008262463,0.309993361335985
C22ORF46,flexdmg,0.0038017434387434,157,254369,-0.2674155,0.0001427992,-0.227095006083759,0.0784659147733806,-0.380886104401094,-0.0733039077664226
CAST,flexdmg,0.00375587400434869,566,253960,0.1430744,-0.0003742324,0.119859434471749,0.0413594200850848,0.0387960751899029,0.200922793753595
HDAC6,flexdmg,0.0037818434629504,371,254155,0.0800183952533791,-0.0000935581,0.147886909472063,0.0510688461429569,0.0477933343087897,0.247980484635337
POC1B-GALNT4,flexdmg,0.00379300404323625,879,253647,-0.102576477143899,0.0003594601,-0.0961363257309296,0.033208752965397,-0.161224595039301,-0.0310480564225584
DNAH10,flexdmg,0.00381999641790399,7718,246808,-0.0257658,0.00094542935,-0.0328648403056546,0.0113613716650131,-0.0551328254785821,-0.0105968551327271
KCNIP1,flexdmg,0.00382463200244414,185,254341,-0.1307373,0.000103406319710193,-0.209079380460204,0.0722882395418405,-0.350762400236045,-0.0673963606843629
PLIN5,flexdmg,0.00392641246661552,843,253683,0.12611,-0.000389004735646215,0.097792131324998,0.0339080305967319,0.0313332965263456,0.16425096612365
EIF2S2,flexdmg,0.00397560200358454,373,254153,0.1291681,-0.0002018885,0.146679969905881,0.0509284680715407,0.0468615320152071,0.246498407796556
CHST7,flexdmg,0.00404590122858014,287,254239,0.0682864318129845,-0.00007386166,0.166877940412855,0.0580528454298879,0.0530959130842476,0.280659967741463
NPR1,flexdmg,0.00410019950409194,1545,252981,0.07129746,-0.0004087012,0.0719937806089163,0.0250816698996938,0.0228343771577841,0.121153184060049
FAM181A,flexdmg,0.00423964205056302,338,254188,-0.1292029,0.00016741975,-0.152989680520469,0.0534969369854576,-0.257842248917441,-0.0481371121234977
ATP5MD,flexdmg,0.00427731033995254,76,254450,0.2886341,-0.00006893755,0.3221529629039,0.11276006983397,0.101146236146299,0.543159689661501
IDE,flexdmg,0.00426499458200258,808,253718,-0.10036405,0.0003643842,-0.0989755840523758,0.0346323680149286,-0.16685410085459,-0.0310970672501611
MMP14,flexdmg,0.00428250067086264,850,253676,-0.121807962380091,0.0002855984,-0.096463895797504,0.0337688698788141,-0.162649979303917,-0.0302778122910914
B4GALT2,flexdmg,0.00456833855185526,706,253820,-0.1215104,0.0003643842,-0.105052900099691,0.0370423872704343,-0.177654990307512,-0.0324508098918694
CACTIN,flexdmg,0.00465771902063592,342,254184,0.181795907752627,-0.000265902,0.150500709466801,0.0531837610889124,0.046261957466864,0.254739461466739
PI4K2B,flexdmg,0.00464183145729127,319,254207,0.1558115,-0.0002708261,0.155884272641129,0.0550649276476653,0.0479584844035588,0.263810060878699
SEPHS2,flexdmg,0.00464587871732298,369,254157,0.107617,-0.0001132545,0.144938208234031,0.0512033564959806,0.0445809963695693,0.245295420098493
LELP1,flexdmg,0.00468490062986797,21,254505,-0.7068681,0.00007386166,-0.606568406886922,0.214489579772362,-1.02696225746631,-0.186174556307536
PIK3CB,flexdmg,0.00473152687491524,779,253747,0.09923079,-0.000221585,0.0996276693359318,0.0352690514685858,0.0305012699607402,0.168754068711123
PLEKHG3,flexdmg,0.00468209790318351,1699,252827,0.07033979,-0.0005662727,0.0676640923408927,0.0239251821346581,0.0207713740369237,0.114556810644862
BIRC2,flexdmg,0.00473608367233106,441,254085,-0.1758909,0.0003200672,-0.132310027043633,0.046844002616438,-0.224123021676637,-0.040497032410629
GPR45,flexdmg,0.0047897864799271,415,254111,-0.07769686,0.0001231028,-0.136210530468552,0.0482867729252381,-0.230851316392219,-0.0415697445448857
DGKZ,flexdmg,0.004817124514159,1716,252810,0.069821495,-0.0005416522,0.0671131227171067,0.0238070849105843,0.0204518718197306,0.113774373614483
PPM1L,flexdmg,0.00486814381521039,213,254313,-0.2742603,0.0002511296,-0.189703686314133,0.0673745867680438,-0.321756077822724,-0.0576512948055434
CGRRF1,flexdmg,0.00499455627784145,234,254292,0.12398665,-0.0001280269,0.180466145897122,0.0642820965726849,0.0544749526177687,0.306457339176476
DEFB124,flexdmg,0.00497914330597075,10,254516,0.7474222,-0.00003939288,0.872905753714859,0.310819094903237,0.263708624984186,1.48210288244553
LHX3,flexdmg,0.00499682987255871,1178,253348,0.068962675,-0.000393928867823108,0.0805788110393538,0.0287036960603861,0.0243203330028326,0.136837289075875
PPM1J,flexdmg,0.00502051447051602,1043,253483,0.1063096,-0.000389004735646215,0.085564654925503,0.0304962987282707,0.0257927235132482,0.145336586337758
BLM,flexdmg,0.00515732213380384,1697,252829,0.05350628,-0.0003693083,0.066959363123866,0.0239391620509578,0.0200392445571418,0.11387948169059
SPOUT1,flexdmg,0.00515097795196178,669,253857,-0.1368186,0.0003693083,-0.106443419897827,0.0380500041636879,-0.18102041231821,-0.031866427477445
PLXNA4,flexdmg,0.00520691491870304,3137,251389,0.03427359,-0.0004579423,0.0493352280239518,0.0176577495453103,0.0147265102867187,0.0839439457611849
TEX10,flexdmg,0.00534073106186397,442,254084,-0.1311049,0.0002462055,-0.130348643417472,0.046791151513524,-0.222058051299619,-0.0386392355353248
CAMTA1,flexdmg,0.00539546658632576,1214,253312,0.064516135,-0.000295446621093447,0.0786787913526028,0.0282768348416166,0.0232569499098592,0.134100632795346
ZNF680,flexdmg,0.00540842840358974,212,254314,0.19073135,-0.000177268,0.187853612616857,0.067532718535088,0.0554912870661699,0.320215938167545
HERC1,flexdmg,0.00543599257616209,4066,250460,-0.039560775,0.000561348604985136,-0.0431973899936371,0.0155385305787106,-0.0736524951286392,-0.0127422848586351
DENR,flexdmg,0.00552633459627305,39,254487,0.5396067,-0.00006401344,0.436727202905503,0.157398414768902,0.128230511690873,0.745223894120132
MFSD13A,flexdmg,0.00551499376742391,1348,253178,-0.089091655,0.00044316995,-0.0744956910716276,0.0268421130886856,-0.127105516178357,-0.0218858659648981
ATL2,flexdmg,0.00560140284349597,878,253648,0.076256755,-0.0002363573,0.0920501221213201,0.0332278610730319,0.0269244014320733,0.157175842810567
SYT9,flexdmg,0.0056036203641152,511,254015,0.1792224,-0.0003397636,0.120566085331434,0.0435234574118206,0.035261270657911,0.205870900004957
SERINC4,flexdmg,0.00563463275642026,877,253649,0.1118079,-0.0003693083,0.09203786504582,0.0332465630358141,0.0268754890087667,0.157200241082873
BBS10,flexdmg,0.0057789459657709,953,253573,0.09283942,-0.0003496118,0.0880423827029579,0.0318983664707773,0.0255224359434259,0.15056232946249
GALT,flexdmg,0.00582754636989507,1063,253463,0.09569823,-0.0003791565,0.0832974123022723,0.0302091883008574,0.024088209663368,0.142506614941177
IBA57,flexdmg,0.00584656349079946,530,253996,-0.14675225,0.00025605375,-0.117798656793321,0.0427381505436068,-0.201564290968821,-0.034033022617821
OR6C65,flexdmg,0.00580567226080024,135,254391,-0.150879,0.000132951,-0.233417805242707,0.0846151135553516,-0.399261169020559,-0.0675744414648562
LZTR1,flexdmg,0.005886014598738,2040,252486,-0.05891658,0.0004530182,-0.0601739730074758,0.0218489665201784,-0.1029973641314,-0.0173505818835521
BSX,flexdmg,0.00605039426080459,184,254342,0.2655464,-0.000177268,0.198974253602956,0.0724844631026763,0.0569066408860423,0.34104186631987
ZNF644,flexdmg,0.00605304637265377,1333,253193,0.06986591,-0.0004480941,0.0740889895645925,0.0269913414313111,0.0211866808899503,0.126991298239235
MAMDC2,flexdmg,0.00613310623377615,596,253930,-0.1598605,0.00035453595,-0.110466104860954,0.0403072442255268,-0.189467227545779,-0.0314649821761291
MIDN,flexdmg,0.00614789826795124,603,253923,0.1119467,-0.0001723439,0.109792589223568,0.0400730660609988,0.0312504494898585,0.188334728957277
NGEF,flexdmg,0.00609782514684057,746,253780,0.1125066,-0.0003348395,0.0988350268537832,0.0360383342350795,0.028200853792178,0.169469199915388
RBP3,flexdmg,0.00611203669723053,5237,249289,0.0427296574277109,-0.0009109606,0.0376267201047343,0.0137237023443013,0.0107286298625455,0.0645248103469232
KCNMB4,flexdmg,0.00619545776064509,31,254495,0.496469184159789,-0.00006401344,0.483238731475229,0.176540004024257,0.137225036302607,0.829252426647851
RPS3,flexdmg,0.00625435365447404,99,254427,0.3035351,-0.0001231028,0.270141503406687,0.0988022931491476,0.0764916463501085,0.463791360463265
SLC12A3,flexdmg,0.00624161561480488,4718,249808,-0.046416555,0.000974974,-0.0395015663920076,0.0144438652198089,-0.067811156645527,-0.0111919761384882
ANXA3,flexdmg,0.00628833272580358,477,254049,-0.1191543,0.0001624956,-0.123079392476034,0.0450447928708841,-0.211365984037448,-0.0347928009146196
IYD,flexdmg,0.00639815664298097,969,253557,-0.05560708,0.0002708261,-0.0862572911708504,0.0316346766362424,-0.148260412893863,-0.0242541694478373
RBPJL,flexdmg,0.0064346403797767,1138,253388,-0.0662038,0.00030529485,-0.0795668524179126,0.0292010739998012,-0.136800177938241,-0.0223335268975842
BAZ1B,flexdmg,0.00649144645037525,513,254013,0.1186782,-0.0002314332,0.118236596844202,0.0434391779976527,0.0330969675726186,0.203376226115785
CRB1,flexdmg,0.00647962475963529,2529,251997,0.0652168,-0.0006942996,0.0534759727133184,0.0196422969088242,0.0149775951208597,0.0919743503057771
KCND2,flexdmg,0.00648830609280105,615,253911,0.06484178,-0.000211736751087278,0.108014029723346,0.0396811574381682,0.0302400204284292,0.185788039018262
TFAP2D,flexdmg,0.00647957729587395,599,253927,-0.1023191,0.0002314332,-0.109461770658028,0.0402064437318291,-0.188265327066063,-0.0306582142499927
POLR2J,flexdmg,0.00654684209894625,69,254457,0.399516,-0.00005416522,0.321776357520783,0.118340204711688,0.0898327153639073,0.553719999677658
SNX33,flexdmg,0.00652074600445588,338,254188,0.1183511,-0.000177268,0.145532608876639,0.0534967727529114,0.0406803623710735,0.250384855382204
ERN1,flexdmg,0.00656659359567744,593,253933,-0.1289695,0.0002412814,-0.109834637355914,0.0404088702360358,-0.189034944308442,-0.0306343304033854
LMAN2L,flexdmg,0.00659181819895254,535,253991,0.04200023,-0.0000935581,0.115568733836096,0.0425383382818165,0.0321947263597404,0.198942741312452
PMP22,flexdmg,0.00659478647483782,254,254272,0.2165206,-0.000206812625543639,0.167623739880159,0.0617020386348035,0.0466893912847058,0.288558088475612
SYT7,flexdmg,0.00657009956733638,569,253957,-0.1252961,0.0002412814,-0.112114922133119,0.0412504820376011,-0.192964765749986,-0.0312650785162524
PNKD,flexdmg,0.00663471733136977,1734,252792,-0.087124075,0.0005810451,-0.0642946817320413,0.0236841986971811,-0.11071507893158,-0.0178742845325024
C2CD5,flexdmg,0.00680021423172867,1185,253341,-0.08422791,0.0003791565,-0.0774568904237842,0.0286188930399198,-0.133549156803998,-0.0213646240435703
FEN1,flexdmg,0.00677973235767303,1097,253429,0.07633376,-0.0003496118,0.080519374261322,0.0297394202290093,0.022230904502836,0.138807844019808
MIB1,flexdmg,0.00681954512511236,1611,252915,-0.07846736,0.0004283976,-0.0664636285519007,0.0245656418452309,-0.114611630791595,-0.0183156263122067
FAM120C,flexdmg,0.00688117568964911,108,254418,-0.44454365,0.0001280269,-0.255662912595423,0.094600176133128,-0.441076732475629,-0.0702490927152171
FZD1,flexdmg,0.00683039290542565,824,253702,-0.06213313,0.0002363573,-0.0927708935317143,0.0342957703758074,-0.159989687946686,-0.0255520991167425
DPF3,flexdmg,0.00691695551484968,1278,253248,-0.128914854378664,0.0005810451,-0.0744448978576673,0.0275636275291052,-0.128468872006875,-0.0204209237084596
ZBTB42,flexdmg,0.00689266428074495,541,253985,-0.1085283,0.000103406319710193,-0.114300622622756,0.0423021015856092,-0.197211612480857,-0.031389632764655
C6ORF15,flexdmg,0.00700779439788627,86,254440,0.32852375,-0.0001083304,0.285841418078932,0.106004780359916,0.078074878358807,0.493607957799057
MSH6,flexdmg,0.006992651237795,4252,250274,0.0369343,-0.0005908933,0.0409992152512013,0.0152005682671587,0.0112065072249763,0.0707919232774263
PLCD1,flexdmg,0.00706802299669007,2313,252213,0.05862556,-0.0004776387,0.0553012870775714,0.0205302876486852,0.0150624713397949,0.0955401028153479
EXOC2,flexdmg,0.00715260328910237,1239,253287,-0.05466021,0.0002511296,-0.075287776156153,0.0279913898696033,-0.130150153073671,-0.020425399238635
PHKG1,flexdmg,0.00714039036596497,1631,252895,0.07181088,-0.000389004735646215,0.0656844281746249,0.0244157651805742,0.0178301801967178,0.113538676152532
SIM1,flexdmg,0.00716423194313429,1016,253510,0.06798552,-0.0003348395,0.0830875847058852,0.0308975247385915,0.0225292610240835,0.143645908387687
