Gene,Collapsing model,P value,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
P3H4,flexnonsynmtr,0.0869876806322388,563,253963,0.06024352,-0.0001132545,0.0709757681809848,0.0414696062343012,-0.0103035530119191,0.152255089373889
MRPL15,flexnonsynmtr,0.0870714052793157,460,254066,0.08653095,-0.0001871162,0.078483803255618,0.045868549564363,-0.0114173294349253,0.168384935946161
ABI1,flexnonsynmtr,0.0871432330132654,514,254012,-0.1144992,0.000216660861656499,-0.0742378473098086,0.0433969375979788,-0.159294686525634,0.0108189919060162
TH,flexnonsynmtr,0.0871131307697934,1043,253483,0.062355,-0.0002708261,0.0521745170094091,0.030496554289103,-0.0075979152952548,0.111946949314073
BSN,flexnonsynmtr,0.0872055993605517,5100,249426,0.019850395164288,-0.0003742324,0.0237789163043926,0.0139030945494287,-0.00347077787099188,0.051028610479777
C2ORF16,flexnonsynmtr,0.0871881431485621,2687,251839,0.002821519,-0.00004431699,0.0326044834764138,0.0190621883850202,-0.00475689689531876,0.0699658638481463
SPOUT1,flexnonsynmtr,0.0872040980972656,562,253964,-0.0606233916422396,0.0001477233,-0.0709896178384872,0.0415061253678419,-0.152340515558257,0.0103612798812824
TRIM52,flexnonsynmtr,0.0872192482207488,1408,253118,0.03323407,-0.000265902,0.0449229097832459,0.0262667323615888,-0.00655918445809569,0.0964050040245875
ATP7B,flexnonsynmtr,0.0872364910006868,3786,250740,0.031376665,-0.0005515004,0.0275234640238384,0.0160940352986082,-0.00402041553302889,0.0590673435807057
KNTC1,flexnonsynmtr,0.0872303631554433,3208,251318,0.03035689,-0.0003643842,0.0298665398613742,0.0174637839765129,-0.00436201053890418,0.0640950902616526
SIGLEC11,flexnonsynmtr,0.0872694764717591,1647,252879,0.01909194,-0.0001034063,0.0415491541333316,0.0242979341899082,-0.00607414824835473,0.089172456515018
USP15,flexnonsynmtr,0.0872426171435129,322,254204,0.09765251,-0.0001575715,0.0937301953860957,0.0548087370831152,-0.0136934661839335,0.201153856956125
OTUD4,flexnonsynmtr,0.0872975089048635,1513,253013,-0.04394213,0.0002609779,-0.0433341335794629,0.025344036144136,-0.0930077678658655,0.00633950070693968
AVEN,flexnonsynmtr,0.0873599166877386,831,253695,0.06993502,-0.0002018885,0.0583824887685586,0.0341518273928053,-0.00855418124227039,0.125319158779388
C17ORF49,flexnonsynmtr,0.0873879591959089,369,254157,-0.09042635,0.0001427992,-0.0875260918659444,0.0512044103191461,-0.187885369195679,0.0128331854637901
PXDC1,flexnonsynmtr,0.0873860074928897,272,254254,-0.1204537,0.00016741975,-0.101925621898573,0.0596280385115212,-0.218794985617585,0.0149437418204398
URGCP-MRPS24,flexnonsynmtr,0.0873454636212792,450,254076,0.06224667,-0.0000984822,0.0792806428807478,0.046374438639026,-0.0116120188914849,0.17017330465298
AGAP3,flexnonsynmtr,0.0875014860132463,921,253605,-0.0694216650933013,0.0002511296,-0.0554414595197353,0.0324459309784049,-0.119034618097046,0.00815169905757571
REV3L,flexnonsynmtr,0.0874639242163545,3040,251486,0.01189693,-0.00008863399,0.0306477958278634,0.017933840788509,-0.0045020533758153,0.0657976450315421
ZNF550,flexnonsynmtr,0.0874980838171228,658,253868,0.1057006,-0.000265902,0.0655585320691595,0.0383663195614504,-0.00963843008683446,0.140755494225153
GPC2,flexnonsynmtr,0.0875584780223668,959,253567,-0.07667946,0.0001920403,-0.0543260231626552,0.0317988672440193,-0.116650954093862,0.00799890776855131
GPD2,flexnonsynmtr,0.0875488555780205,619,253907,0.08541396,-0.0001920403,0.0675762669712168,0.0395534836039819,-0.00994750501693265,0.145100038959366
ALG3,flexnonsynmtr,0.0876304223593685,487,254039,-0.1267553,0.0002314332,-0.0761463845369846,0.0445811880071363,-0.163524322941331,0.0112315538673618
ZSCAN5A,flexnonsynmtr,0.0876422341976356,1159,253367,-0.08680771,0.000310219,-0.0494233820344953,0.0289368329427419,-0.106138802136872,0.00729203806788105
SLC13A4,flexnonsynmtr,0.0878208845954143,671,253855,0.114028045334014,-0.0002708261,0.06485590772393,0.0379938018050473,-0.00961092957383225,0.139322745021692
BAZ1A,flexnonsynmtr,0.0878765957897956,824,253702,0.030624945,-0.0000984822,0.0585333751586317,0.0342959647792371,-0.00868580028187282,0.125752550599136
ZNF582,flexnonsynmtr,0.0878727613208946,1274,253252,0.06581886,-0.0003348395,0.0471166575987197,0.0276063306137908,-0.00699101345651795,0.101224328653957
IFNA4,flexnonsynmtr,0.0878897848009097,77,254449,0.2000487,-0.00007386166,0.19119107249295,0.112027621007158,-0.0283800741167359,0.410762219102637
FIZ1,flexnonsynmtr,0.0879708285568237,169,254357,0.1519947,-0.00007386166,0.129042490283069,0.0756312192828991,-0.0191926805447901,0.277277661110929
WDYHV1,flexnonsynmtr,0.0880185152218311,260,254266,-0.12064295,0.0001378751,-0.104040528840942,0.0609868390162892,-0.223573105276278,0.0154920475943942
CAPN10,flexnonsynmtr,0.0880448572607602,1764,252762,-0.045578635,0.00044316995,-0.0400587391679324,0.0234837182487184,-0.0860862000402868,0.00596872170442198
TIE1,flexnonsynmtr,0.0880759053773925,2493,252033,0.01892449,-0.0002314332,0.0337415044223281,0.0197822855362307,-0.00503124714286721,0.0725142559875235
KRT38,flexnonsynmtr,0.0881466518658355,1316,253210,0.08612565,-0.0004530182,0.0463223195672545,0.0271643297082961,-0.00691904151237631,0.0995636806468852
HIST2H2BF,flexnonsynmtr,0.0882462481063527,126,254400,-0.105008798449413,0.00007878576890458,-0.149306647313384,0.0875838155815195,-0.320968587813368,0.0223552931866006
OR5AP2,flexnonsynmtr,0.0882312809267603,545,253981,-0.08490987,0.0001231028,-0.0718532126911699,0.0421473693078499,-0.154460931415423,0.010754506033083
GPAT3,flexnonsynmtr,0.0884279482156157,571,253955,-0.0442378605786239,0.0000935581,-0.0701584618595389,0.041178708717767,-0.150867631685511,0.0105507079664334
TCP1,flexnonsynmtr,0.0884263437936521,369,254157,-0.09209764,0.000103406319710193,-0.0872394757867194,0.0512039569636061,-0.187597864551698,0.0131189129782589
C12ORF71,flexnonsynmtr,0.0884701832732191,445,254081,-0.06382531,0.0001132545,-0.0794425519326779,0.0466340835571586,-0.170844110813259,0.0119590069479036
GIMAP2,flexnonsynmtr,0.0884950812459225,1399,253127,-0.004259368,0.00002462055,-0.0448862704707384,0.0263510380511359,-0.0965336016130617,0.0067610606715848
PLPPR5,flexnonsynmtr,0.0885570157618881,470,254056,0.16050185,-0.0002855984,0.0772838956894522,0.0453792832289846,-0.0116582880446575,0.166226079423562
TSEN34,flexnonsynmtr,0.0886431441321321,744,253782,-0.005180188,0.00001969644,-0.0614434984906563,0.0360879246925579,-0.132174867525108,0.00928787054379494
ZNF221,flexnonsynmtr,0.088725026691812,1547,252979,-0.01263068,0.0001231028,-0.0426663500730939,0.0250658807859174,-0.091794807282713,0.00646210713652517
ZNF891,flexnonsynmtr,0.0887040545251746,845,253681,0.08229096,-0.0002314332,0.0576541845569344,0.0338687959293076,-0.00872775134093122,0.1240361204548
CYP19A1,flexnonsynmtr,0.0888530379490783,471,254055,0.1319989,-0.000211736751087278,0.0771303913470252,0.0453312010363783,-0.0117175525731247,0.165978335267175
LBX1,flexnonsynmtr,0.0889141372016494,601,253925,0.04951246,-0.0001427992,0.0682844918259125,0.0401399546224628,-0.0103887477026837,0.146957731354509
UQCRFS1,flexnonsynmtr,0.0888842504809109,104,254422,-0.13740525,0.00006893755,-0.164005882506747,0.096399232012043,-0.352945803884039,0.0249340388705441
DCAF15,flexnonsynmtr,0.0889820223582379,566,253960,-0.13724155,0.0003151431,-0.0703445716121123,0.0413597289446691,-0.151408536250499,0.0107193930262742
ZC2HC1A,flexnonsynmtr,0.0889989533339952,609,253917,-0.07936635,0.0001723439,-0.0678188796473798,0.0398768385496362,-0.145976418697089,0.0103386594023293
SUN3,flexnonsynmtr,0.0891730304420029,716,253810,0.093141105,-0.0002855984,0.0625252533202298,0.0367842628761405,-0.00957091996537632,0.134621426605836
URI1,flexnonsynmtr,0.0891893882149884,1476,253050,-0.059345725,0.0003742324,-0.0436107508532798,0.025657974648829,-0.0938996962283285,0.00667819452176902
SCAP,flexnonsynmtr,0.0892576308073414,1627,252899,0.0729859,-0.0003299154,0.0415414033324606,0.0244457071864194,-0.00637153017760465,0.0894543368425258
CCDC57,flexnonsynmtr,0.0893527683358499,943,253583,0.01484674,-0.00005416522,0.0544757756252515,0.0320666760303889,-0.00837405337811506,0.117325604628618
MYOM2,flexnonsynmtr,0.0893223494010256,9919,244607,-0.01748641,0.0007927819,-0.0171038002168228,0.01006704182824,-0.0368349334616597,0.00262733302801402
VGLL4,flexnonsynmtr,0.0893507305441514,634,253892,-0.060889825,0.0001871162,-0.0663979674852917,0.03908431843371,-0.143002188264018,0.0102062532934346
ARHGEF40,flexnonsynmtr,0.08937913734997,2473,252053,-0.04715598,0.0003890047,-0.0337382953688035,0.0198613800440337,-0.0726660700578739,0.00518947932026693
KIF20B,flexnonsynmtr,0.0893742276020776,3549,250977,-0.03170181,0.0002905225,-0.0282239373293095,0.0166148806564318,-0.0607886598836047,0.00434078522498566
TUBA8,flexnonsynmtr,0.0894748746154415,896,253630,0.04869407,-0.000206812625543639,0.0558594851229043,0.0328937217482094,-0.00861133140950097,0.12033030165531
RPRM,flexnonsynmtr,0.0895804345402001,61,254465,-0.2565813,0.00003446877,-0.21366266222939,0.125860007909792,-0.460344917914276,0.0330195934554947
C20ORF27,flexnonsynmtr,0.0896491425005516,570,253956,0.024219185,-0.00003939288,0.0699520035837282,0.041214717645303,-0.0108277427789605,0.150731749946417
PTPRJ,flexnonsynmtr,0.0896632966465977,2881,251645,0.03660909,-0.0004087012,0.0312557792520722,0.0184162696839368,-0.00483961770826161,0.067351176212406
LCT,flexnonsynmtr,0.0897167719685185,2414,252112,0.051095095,-0.0003742324,0.0341082972453014,0.0201003566803397,-0.00528786527147523,0.073504459762078
SERPINB8,flexnonsynmtr,0.0897014254701514,750,253776,0.0341258,-0.00007878577,0.060994036158021,0.0359426691696464,-0.00945263592910312,0.131440708245145
TRIM59,flexnonsynmtr,0.0896940297915317,1106,253420,-0.04105895,0.0001477233,-0.0502639371605811,0.029618935449609,-0.10831625996777,0.00778838564660748
EMC4,flexnonsynmtr,0.0897638988138361,381,254145,0.02347539,-0.00004431699,0.0854988084625887,0.0503926925989104,-0.0132695238041942,0.184267140729372
KCTD21,flexnonsynmtr,0.0898198230319843,498,254028,0.1081916,-0.0002855984,0.0747874606082205,0.0440871422897379,-0.0116221613785181,0.161197082594959
CYP8B1,flexnonsynmtr,0.0900211738736609,784,253742,-0.074921465,0.0001969644,-0.0596019168135122,0.0351573062051046,-0.128509298455308,0.0093054648282832
CCDC159,flexnonsynmtr,0.0900947240794345,386,254140,-0.054300795,0.00005908933,-0.0848560766369289,0.0500653969788208,-0.182982918225455,0.0132707649515969
NEO1,flexnonsynmtr,0.0900643859474448,2243,252283,-0.05437419,0.0004677905,-0.0353341707988318,0.0208453237470015,-0.0761904488794561,0.00552210728179248
PTCD1,flexnonsynmtr,0.0900954125984244,2412,252114,0.0485313951960632,-0.0004924111,0.0340822266036498,0.0201086819687814,-0.0053302532562299,0.0734947064635295
TRIM15,flexnonsynmtr,0.090159164252256,1161,253365,0.04707711,-0.0002511296,0.0489935102508983,0.0289121430082447,-0.0076735182389586,0.105660538740755
RXRG,flexnonsynmtr,0.0903037945132728,306,254220,-0.0719114606137293,0.0000984822098550965,-0.0952278683114908,0.0562213097321504,-0.205420134565166,0.0149643979421844
POU4F3,flexnonsynmtr,0.0903548455967987,213,254313,0.1589125,-0.00008370988,0.114100349129972,0.0673740602096165,-0.0179510103381568,0.246151708598101
FAM3C,flexnonsynmtr,0.0905075678034111,169,254357,0.0319777,-0.00004431699,0.128024123336251,0.0756316208420545,-0.0202118345368333,0.276260081209336
TMEM86A,flexnonsynmtr,0.0905533362997742,293,254233,0.07976152,-0.00006401344,0.0972396513476292,0.0574535204082559,-0.0153677149374919,0.20984701763275
IER3,flexnonsynmtr,0.0906124380069876,34,254492,0.388727581449913,-0.00003939288,0.285257543586186,0.168573763026138,-0.045142531888001,0.615657619060372
STK19,flexnonsynmtr,0.0906057651613909,629,253897,-0.1014479,0.0002609779,-0.066401585862515,0.0392393956827896,-0.143309753909668,0.0105065821846381
TMEM35A,flexnonsynmtr,0.0907996794851762,46,254480,-0.28974535,0.00007878576890458,-0.245118381942656,0.144937478511193,-0.529191970735423,0.0389552068501103
C11ORF88,flexnonsynmtr,0.090990251576888,357,254169,-0.07779564,0.0001526474,-0.087985499902738,0.0520561573556825,-0.190014178686796,0.0140431788813195
CNOT7,flexnonsynmtr,0.0910254917260542,139,254387,-0.08799402,0.0001132545,-0.140930739339357,0.0833900189302832,-0.304372950355833,0.022511471677119
HIST3H2BB,flexnonsynmtr,0.0911323236340454,648,253878,-0.04609621,0.000177268,-0.0653152224444327,0.0386603882849141,-0.141088551448285,0.0104581065594196
THBS3,flexnonsynmtr,0.0911333708482674,1586,252940,-0.038126815,0.0001575715,-0.0418267901263366,0.0247575545311126,-0.0903509361072719,0.00669735585459863
BARD1,flexnonsynmtr,0.0912457050751911,1492,253034,0.05055275,-0.000295446621093447,0.0431012280090468,0.0255207599973536,-0.00691878031203941,0.093121236330133
TTI1,flexnonsynmtr,0.0913440294336358,1867,252659,-0.03234227,0.0002511296,-0.0385471979534945,0.0228311950917319,-0.0832957308571853,0.00620133495019634
NPTX2,flexnonsynmtr,0.091501230120127,1034,253492,-0.049911825,0.0001871162,-0.0516868267994631,0.0306285462173341,-0.111717959759951,0.00834430616102454
TBCC,flexnonsynmtr,0.0914630471684479,583,253943,0.02847013,-0.00005416522,0.0687810042618813,0.0407534021292403,-0.0110945760040887,0.148656584527851
LMLN,flexnonsynmtr,0.0916385950557184,547,253979,0.01156699,-0.00003446877,0.0709651085267572,0.0420702727749595,-0.0114915030511134,0.153421720104628
CTHRC1,flexnonsynmtr,0.0916608707984868,1385,253141,0.01565439,-0.0000935581,0.0446686548200597,0.0264827539953619,-0.00723683605680472,0.0965741456969242
ISL1,flexnonsynmtr,0.0918942372553338,343,254183,0.07155417,-0.0000935581,0.0895105084265953,0.0531063465861657,-0.0145765132145295,0.19359753006772
SNTA1,flexnonsynmtr,0.09191050744773,781,253745,-0.09596536,0.0002511296,-0.0593674335207873,0.0352243041288508,-0.128406129304623,0.00967126226304871
CENPS,flexnonsynmtr,0.0919867083594509,235,254291,0.131869720697871,-0.0001231028,0.108086694313388,0.0641457965935706,-0.0176373546454132,0.23381074327219
ARHGEF2,flexnonsynmtr,0.0920538928793092,913,253613,-0.05341752,0.0002412814,-0.0548985871221188,0.0325871869277674,-0.118768603589369,0.00897142934513157
LAMA5,flexnonsynmtr,0.0920347884799269,8473,246053,-0.02603671,0.0009208088,-0.018296847071296,0.0108601656301791,-0.0395824817955858,0.00298878765299375
NDUFB5,flexnonsynmtr,0.0920644515412362,169,254357,0.1223387,-0.000132951,0.127409394645076,0.0756312461802329,-0.0208258289008393,0.275644618190992
OR11H2,flexnonsynmtr,0.0920216675818426,19,254507,-0.2244046,0.00002462055,-0.379925545163593,0.225497204128786,-0.821894045634314,0.0620429553071293
FAM81B,flexnonsynmtr,0.0921232670837435,836,253690,0.0343331104991361,-0.0001378751,0.057350151474979,0.0340496693416379,-0.00938629148265931,0.124086594432617
TOMM7,flexnonsynmtr,0.0920767668236694,376,254150,0.14098005,-0.0002363573,0.0854499983904289,0.0507257301962318,-0.0139710786767039,0.184871075457562
VPS13B,flexnonsynmtr,0.0921805872591741,5498,249028,0.04205446,-0.0008961882,0.0225677939425675,0.0134012077908447,-0.00369821558380106,0.0488338034689361
PKHD1L1,flexnonsynmtr,0.0922882974292611,7228,247298,0.015777505,-0.0003348395,0.0197446694350583,0.0117286598654692,-0.00324319080604722,0.0427325296761639
FAM32A,flexnonsynmtr,0.0924605331558791,281,254245,0.1394832,-0.0001624956,0.0987095524220561,0.0586661108112066,-0.0162744586828882,0.213693563527
CCDC134,flexnonsynmtr,0.0925932001018039,265,254261,0.04294652,-0.00008370988,0.101601645036908,0.0604095428705821,-0.0167994463636955,0.220002736437512
ZNF418,flexnonsynmtr,0.0925865083266892,1301,253225,-0.06740792,0.0004087012,-0.0459495825976263,0.0273197971854804,-0.0994956557823522,0.00759649058709954
VAMP4,flexnonsynmtr,0.0927261499540051,129,254397,-0.1929502,0.00007386166,-0.145524080064023,0.0865598731631978,-0.315179120758121,0.0241309606300747
RASA1,flexnonsynmtr,0.0928307150756245,747,253779,-0.0498477095375841,0.0001526474,-0.0605281881618023,0.0360145915033739,-0.131115826103074,0.0100594497794693
HIST1H3C,flexnonsynmtr,0.0931720093842752,224,254302,0.167565725793948,-0.0001378751,0.110305023144546,0.0657006191254474,-0.018466436470927,0.239076482760019
ZFR,flexnonsynmtr,0.0931578779816866,488,254038,0.02507644,-0.00006893755,0.0747747924027244,0.0445359410941563,-0.0125144632600422,0.162064048065491
CACNA1S,flexnonsynmtr,0.0932870767873154,3174,251352,0.03276597,-0.0004136253,0.0294643630211148,0.0175559317068002,-0.00494479447065385,0.0638735205128835
COX10,flexnonsynmtr,0.0932664061451306,846,253680,-0.05799918,0.0001477233,-0.0568122746466261,0.0338486684123633,-0.123154761148583,0.00953021185533036
THRSP,flexnonsynmtr,0.0933502560456433,457,254069,0.0856314115880654,-0.000132951,0.0772188086057442,0.0460186313422819,-0.0129764803631045,0.167414097574593
BDH1,flexnonsynmtr,0.0935588792706567,486,254040,-0.04419215,0.00006893755,-0.0748361859134213,0.0446271005428297,-0.162304111662097,0.0126317398352543
MGAT5B,flexnonsynmtr,0.0935707593628999,678,253848,-0.054818455,0.0001477233,-0.0633815054136403,0.0377976942578649,-0.137463977153993,0.0107009663267126
SNAPC5,flexnonsynmtr,0.0936509634911898,109,254417,-0.0371314,0.00002462055,-0.15786013987986,0.0941632455747887,-0.342417587529531,0.0266973077698117
HOMEZ,flexnonsynmtr,0.0937380598312962,1002,253524,0.01231059,-0.00005908933,0.0521435389319563,0.0311117677543024,-0.00883469534144624,0.113121773205359
ODF3L1,flexnonsynmtr,0.0937812465900307,733,253793,0.02690366,-0.00008370988,0.0609251102789784,0.0363561289475254,-0.0103319319355277,0.132182152493484
SREBF2,flexnonsynmtr,0.0937617355025428,1475,253051,-0.01016846,0.00007386166,-0.0430144929380791,0.0256667164003853,-0.0933205719128182,0.00729158603666002
FN1,flexnonsynmtr,0.0938352298620851,2680,251846,0.006997219,-0.00007878577,0.0319801295461136,0.0190867909944275,-0.00542947128329338,0.0693897303755206
TMEM216,flexnonsynmtr,0.0940143054800649,305,254221,0.1204438,-0.0001231028,0.0943027530544652,0.056313656930771,-0.0160705112433086,0.204676017352239
GIGYF1,flexnonsynmtr,0.0940527268419444,2054,252472,-0.03737778,0.0003446877,-0.0364602448032311,0.0217750762963187,-0.0791388130608807,0.00621832345441845
PUS10,flexnonsynmtr,0.0940635934940485,950,253576,-0.06295206,0.000216660861656499,-0.0534935546729756,0.0319489002563685,-0.116112546303273,0.00912543695732156
RNF2,flexnonsynmtr,0.0940771696273821,109,254417,0.1684643,-0.00006401344,0.157654941395201,0.0941629314533672,-0.02690189058487,0.342211773375272
SMIM9,flexnonsynmtr,0.0941436266962025,183,254343,0.0268347,-0.00004431699,0.121673241864075,0.0726867415320248,-0.0207908311745627,0.264137314902713
UBAP1L,flexnonsynmtr,0.0940949699694318,390,254136,0.076156185,-0.0001575715,0.0833885957017926,0.0498083949011808,-0.0142345286751995,0.181011720078785
PPIL2,flexnonsynmtr,0.0942535079496417,576,253950,-0.042552645,0.00008863398890458,-0.0686088334646648,0.0410001223977726,-0.148967978870789,0.0117503119414596
TUBA1C,flexnonsynmtr,0.0942207102098067,262,254264,0.060712235,-0.00006893755,0.1016745188005,0.0607538736345252,-0.0174014517055626,0.220750489306562
SNTB1,flexnonsynmtr,0.0943050232691282,647,253879,0.0799294773675046,-0.0001723439,0.0647333933231065,0.0386902414492838,-0.0110984470859837,0.140565233732197
TLE6,flexnonsynmtr,0.0942738227553698,1302,253224,-0.022396725,0.0001280269,-0.0456960392401307,0.0273092940814874,-0.0992215266214093,0.00782944814114794
PPP1R17,flexnonsynmtr,0.0943739280462266,239,254287,0.1248196,-0.000132951,0.10640013176888,0.06360717211397,-0.0182682275884219,0.231068491126183
TAS2R39,flexnonsynmtr,0.0943219557844725,541,253985,-0.05137614,0.00005416522,-0.070773481131785,0.0423024922131628,-0.153685236609463,0.0121382743458932
MARCH3,flexnonsynmtr,0.0943778633960991,462,254064,0.10559175,-0.0002265091,0.0765609955636218,0.0457695541845292,-0.0131461088251174,0.166268099952361
TCEAL9,flexnonsynmtr,0.0945005106618479,27,254499,-0.5333519,0.00003446877,-0.316313369129553,0.189168268401636,-0.687078125371784,0.054451387112679
SLC35F6,flexnonsynmtr,0.0945651351335845,426,254100,0.106777568981943,-0.0001575715,0.0796790187524044,0.047660636651018,-0.0137345567884257,0.173092594293235
LZTR1,flexnonsynmtr,0.0946221324562233,1661,252865,-0.03036181,0.000211736751087278,-0.0404434267579711,0.0241957372095168,-0.0878664257862268,0.00697957227028457
THG1L,flexnonsynmtr,0.0945899761587666,1047,253479,-0.05246091,0.0002314332,-0.0508836232401313,0.0304387352020641,-0.110542731677673,0.0087754851974101
ZNF91,flexnonsynmtr,0.094688724699916,1178,253348,0.0919543,-0.0005219557,0.0479686753808764,0.0287035950223408,-0.00828960462377312,0.104226955385526
BCL2L12,flexnonsynmtr,0.0948467861235861,988,253538,0.005012767,-0.00001969644,0.0523339849388291,0.0313307147125122,-0.00907337952790113,0.113741349405559
FOXP3,flexnonsynmtr,0.0948788207659853,323,254203,-0.01162609,0.00002462055,0.0914058855072223,0.0547271430410739,-0.0158578539185494,0.198669624932994
C11ORF53,flexnonsynmtr,0.0949260031852906,950,253576,0.03161313,-0.0001575715,0.0533532948718016,0.0319486038533382,-0.00926511581646865,0.115971705560072
LRRIQ1,flexnonsynmtr,0.0948971196326718,3679,250847,0.04641655,-0.0004973352,0.0272612157946145,0.0163229215596102,-0.00473127472372456,0.0592537063129536
PFKL,flexnonsynmtr,0.0949226166454869,1052,253474,0.02765247,-0.0001477233,0.0507117984868259,0.0303665323570914,-0.00880579430201568,0.110229391275667
NRAP,flexnonsynmtr,0.0950102943921602,3239,251287,-0.01746671,0.0001920403,-0.0290186048712248,0.017381126999563,-0.0630851498032,0.00504794006075027
PIGQ,flexnonsynmtr,0.0950576339735149,1894,252632,-0.03793472,0.0002855984,-0.0378416252281315,0.0226690525573474,-0.0822723630928048,0.00658911263654185
GAPVD1,flexnonsynmtr,0.0950972075220528,1118,253408,0.046342625,-0.00016741975,0.0491722750395102,0.0294602116630278,-0.00856895338309244,0.106913503462113
TSPYL5,flexnonsynmtr,0.0951447576657451,403,254123,0.08646173,-0.0001821921,0.0817738519252646,0.0489995902849923,-0.0142640369949434,0.177811740845473
WDR54,flexnonsynmtr,0.0951245903983613,596,253930,0.0804928425175355,-0.000177268,0.0672722075945617,0.0403076237033466,-0.01172965885666,0.146274074045783
EFHB,flexnonsynmtr,0.0952234079685159,1185,253341,0.03492397,-0.0001526474,0.0477499940213017,0.0286190060169811,-0.00834249379093653,0.10384248183354
TMEM91,flexnonsynmtr,0.0952239776028005,174,254352,0.21447575,-0.00008863399,0.124363256545048,0.0745373687746553,-0.0217279964868663,0.270454509576962
CCZ1,flexnonsynmtr,0.0952637456579518,50,254476,-0.20133435,0.0000492411070484396,-0.231913284615855,0.139014396602644,-0.50437779098385,0.0405512217521401
IVNS1ABP,flexnonsynmtr,0.0953549487112703,488,254038,0.0748825722633133,-0.0001575715,0.0742768297036001,0.0445355825322752,-0.0130117231874515,0.161565382594652
OR5K3,flexnonsynmtr,0.0953773384698058,610,253916,0.086872105,-0.0001871162,0.0664467099214691,0.0398434208713892,-0.011645331370957,0.144538751213895
PCYT2,flexnonsynmtr,0.0953542917458059,1029,253497,0.05751083,-0.0002314332,0.0512059275696787,0.0307024586103992,-0.00897007170813385,0.111381926847491
CUX2,flexnonsynmtr,0.0954098893121226,1700,252826,-0.029026845,0.0002363573,-0.0398849096206905,0.023918526709781,-0.0867645834695661,0.0069947642281851
PAX5,flexnonsynmtr,0.095420479044839,582,253944,0.04877796,-0.0000984822,0.0680138414712578,0.0407884310161302,-0.0119303944779243,0.14795807742044
GPSM2,flexnonsynmtr,0.0955904130424767,1056,253470,-0.0264406433095515,0.00005908933,-0.050513772943873,0.0303090386765138,-0.10991867965357,0.00889113376582366
OR5H1,flexnonsynmtr,0.0956156527558419,731,253795,-0.04829968,0.0001427992,-0.0606699834471539,0.0364056914552395,-0.132024166853714,0.0106841999594064
PCSK7,flexnonsynmtr,0.0955592602627737,854,253672,0.02771152,-0.0001969644,0.0561540087076183,0.0336901012232857,-0.00987769033667873,0.122185707751915
TBPL2,flexnonsynmtr,0.0956000148766542,471,254055,-0.09454077,0.0001821921,-0.07554717512377,0.0453307765363136,-0.164394287035125,0.013299936787585
CD82,flexnonsynmtr,0.0956980215646424,701,253825,0.0864815,-0.000221585,0.0619359260189427,0.0371745637264525,-0.010925226514239,0.134797078552124
RCSD1,flexnonsynmtr,0.0956902508464757,578,253948,0.0699646500945091,-0.00016741975,0.0681927494465752,0.0409290132822607,-0.0120270239913954,0.148412522884546
CLDN16,flexnonsynmtr,0.0957728913968531,387,254139,0.05978968,-0.0000935581,0.0832866754447347,0.0500007766965377,-0.0147135121155472,0.181286863005017
TGIF1,flexnonsynmtr,0.095753589314384,659,253867,0.03220432,-0.0001132545,0.0638625574140237,0.0383373662670015,-0.0112776570577552,0.139002771885803
UNC5D,flexnonsynmtr,0.0957357077070394,674,253852,0.051918515,-0.00011817865,0.0631529872486862,0.0379093612163662,-0.0111483487493928,0.137454323246765
RD3,flexnonsynmtr,0.0958123007947377,820,253706,-0.058906715,0.0001871162,-0.0572587464630793,0.0343791090365204,-0.124640882428333,0.0101233895021742
CACNB2,flexnonsynmtr,0.0958845056516248,1494,253032,0.070162085,-0.0003348395,0.042467786314736,0.0255039142177796,-0.00751920472808133,0.0924547773575533
MED12L,flexnonsynmtr,0.0958657843155228,1534,252992,0.033120705,-0.0002265091,0.0419161648693883,0.0251712204924311,-0.00741875535296647,0.0912510850917431
CA10,flexnonsynmtr,0.0959424049111559,398,254128,-0.093794105,0.0001871162,-0.082087251715755,0.0493058703393673,-0.178725441366428,0.0145509379349176
MYH14,flexnonsynmtr,0.0959448172964908,3885,250641,0.01356634,-0.0002018885,0.0264558148125908,0.0158908529553224,-0.00468983277536543,0.0576014624005471
OR1J2,flexnonsynmtr,0.0959563483184489,168,254358,0.103231845,-0.0000984822,0.126285370469579,0.0758567413667846,-0.0223918176224105,0.274962558561568
PTPRO,flexnonsynmtr,0.096035540880682,1536,252990,0.031307725,-0.0001477233,0.0418677920249948,0.0251550213136091,-0.00743537823930394,0.0911709622892935
TBXA2R,flexnonsynmtr,0.0960359256443475,1179,253347,-0.07557326,0.0003299154,-0.047753645186405,0.0286913948613758,-0.103988013201245,0.00848072282843505
MAGEB18,flexnonsynmtr,0.0961771814895647,339,254187,-0.1181625,0.00022158497222572,-0.0888791702605487,0.0534231651691078,-0.193587147866805,0.0158288073457075
HLF,flexnonsynmtr,0.096226378368394,289,254237,0.07739064,-0.0001034063,0.0962296923685287,0.0578499439954569,-0.0171546535650246,0.209614038302082
SLC37A3,flexnonsynmtr,0.0963085871409604,985,253541,0.0490786080197138,-0.0001526474,0.0521822764872097,0.0313779195564583,-0.00931760821352705,0.113682161187946
RGL4,flexnonsynmtr,0.0963643823626494,859,253667,-0.02965241,0.0001231028,-0.0558554894821132,0.0335923022330823,-0.121695505116344,0.00998452615211799
