Gene,Collapsing model,P value,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
RPS6KB2,flexnonsyn,0.0446509547534132,2157,252366,0.0600715717002706,-0.00039885765,0.0402501759891937,0.0200455291325904,0.000961474000188534,0.0795388779781989
KIAA1324L,flexnonsyn,0.0447322762189399,2352,252171,-0.024899165,0.0002068151,-0.0385459166329392,0.0192040806666228,-0.0761854020909246,-0.000906431174953787
TTC14,flexnonsyn,0.0447005735909861,2541,251982,0.0362104,-0.000369312657097494,0.0371038259527107,0.018482868745303,0.000877896607922653,0.0733297552974987
UHRF1,flexnonsyn,0.0447136460413467,1430,253093,0.0351412983413747,-0.0002363601,0.0493482830298311,0.0245838170285915,0.0011646579132338,0.0975319081464284
PCSK2,flexnonsyn,0.0447807102458124,822,253701,0.114406134675944,-0.0003446918,0.0649898322533834,0.0323861244918697,0.001513892789596,0.128465771717171
RFX1,flexnonsyn,0.044795260799206,2969,251554,0.007376471,-0.00007386253,0.034339493840418,0.0171134278775861,0.000797632039440554,0.0678813556413955
DCTN5,flexnonsyn,0.0448095708393116,631,253892,-0.08779239,0.00015264925,-0.0741389466494598,0.0369503529312216,-0.14656065201333,-0.00171724128559
GTF3C6,flexnonsyn,0.0449664447875651,372,254151,0.17940575,-0.000256056764428269,0.0964390174583118,0.0480997858471477,0.00216472121081983,0.190713313705804
OR52A5,flexnonsyn,0.0449177495862488,1077,253446,-0.03704807,0.0001428009,-0.0567693531443261,0.0283077674207299,-0.1122518216195,-0.00128688466915207
FABP5,flexnonsyn,0.0450221161811516,204,254319,-0.11714205,0.00008863503,-0.130151413942215,0.0649309870799988,-0.25741441530098,-0.00288841258344949
CDK6,flexnonsyn,0.0450864964114769,161,254362,0.1446132,-0.000083710865,0.146449987001484,0.0730840705675738,0.0032071596517938,0.289692814351175
PHLDB2,flexnonsyn,0.0452142351390688,3404,251119,-0.01275399,0.0001575734,-0.0320356992347947,0.0159965281770653,-0.0633884674381366,-0.000682931031452831
ZBTB42,flexnonsyn,0.0451967804392158,1196,253327,-0.08163978,0.0002659051,-0.0538138672405797,0.0268689370053656,-0.106476266510893,-0.00115146797026672
CCDC70,flexnonsyn,0.0452268730035408,1168,253355,0.02753943,-0.0001083317,0.0544444642387411,0.0271875936264078,0.00115750649765204,0.10773142197983
PPP4R3B,flexnonsyn,0.0452696785830968,2207,252316,-0.07453222,0.00054658275,-0.0396807651278345,0.0198190787296775,-0.0785256303721729,-0.000835899883496152
PLIN5,flexnonsyn,0.045442035995589,2743,251780,0.04460806,-0.000487492684594317,0.0356026411408376,0.0177964322653086,0.000722108972571897,0.0704831733091032
TBCEL,flexnonsyn,0.0454269856426449,1111,253412,0.01234028,-0.000044317515,0.0557654873554768,0.0278731426612688,0.00113487180663674,0.110396102904317
TDRD9,flexnonsyn,0.04543764648163,3975,250548,0.02029882,-0.00023143595,0.0296484467719582,0.0148198511268428,0.000601934175924367,0.0586949593679919
USP6,flexnonsyn,0.0454747578245296,4584,249939,0.0203234431037353,-0.0004333268,0.0276376180282137,0.0138171089002947,0.000556453428236934,0.0547187826281905
EPS8L2,flexnonsyn,0.0455562745198997,3108,251415,0.026352285,-0.0003643885,0.0334538513219167,0.0167311805582488,0.000661184062834622,0.0662465185809988
HIST1H4H,flexnonsyn,0.0455803341524379,411,254112,0.07207339,-0.0001231042,0.0914943570093314,0.0457639087141183,0.00179831758686461,0.181190396431798
SH2D1B,flexnonsyn,0.045725262933893,385,254138,0.1950248,-0.00024128425,0.0944654452573732,0.0472816484683961,0.00179467643224193,0.187136214082505
POGK,flexnonsyn,0.0456571701630704,1467,253056,0.07249798,-0.00033976765,0.0485121340428779,0.0242735581592714,0.000936608027857742,0.096087660057898
NKX2-3,flexnonsyn,0.0457582210015715,582,253941,-0.1048403,0.0002560568,-0.0768501100682806,0.0384707084695527,-0.152251671701732,-0.00144854843482935
DARS2,flexnonsyn,0.0459109872780851,1655,252868,0.03663416,-0.00011325585,0.0456373396194017,0.022861872699169,0.000828679421557683,0.0904459998172458
SMAGP,flexnonsyn,0.0459096874847465,305,254218,-0.07069111,0.0001231042,-0.106027026440856,0.0531135665414587,-0.210128199007454,-0.00192585387425745
SYCP3,flexnonsyn,0.0459155826401989,642,253881,-0.08929532,0.0001871184,-0.0731261573828747,0.0366330791072136,-0.144926014521242,-0.00132630024450743
CMYA5,flexnonsyn,0.0459616783608331,11708,242815,0.02541637,-0.001231042,0.0175058860432497,0.00877156136109015,0.000313859930362013,0.0346979121561373
EIF3L,flexnonsyn,0.0459792740560674,705,253818,0.07641862,-0.0002018909,0.0697712343828297,0.0349626522693261,0.00124536925505486,0.138297099510605
ALDH8A1,flexnonsyn,0.0459956255838997,1381,253142,0.0516578,-0.0002806776,0.0499133362319776,0.0250136590409958,0.000887232245603366,0.0989394402183519
PLCH1,flexnonsyn,0.0460040389662742,3147,251376,0.03558955,-0.00052688606114994,0.0331793812081864,0.0166282180735288,0.000588517670595069,0.0657702447457777
SLC7A5,flexnonsyn,0.046004203754357,1468,253055,-0.084110365,0.0004530235,-0.0484184560458732,0.0242654692967391,-0.0959781281062605,-0.000858783985485966
MFAP1,flexnonsyn,0.0460501747317506,494,254029,0.1359357,-0.0003151468,0.0832878886194545,0.0417495105054815,0.00145996252246253,0.165115814716446
NME7,flexnonsyn,0.0460694216506337,1558,252965,0.0474671192461335,-0.0002265118,0.0469933438343342,0.0235583186293318,0.000819668204837969,0.0931670194638305
VCPIP1,flexnonsyn,0.0461213921975962,2073,252450,-0.04219294,0.0003003743,-0.0407716468806077,0.0204441874657007,-0.0808417085604151,-0.000701585200800339
INPP4A,flexnonsyn,0.0462054044332681,2187,252336,0.06830204,-0.00055643105,0.0396884822021975,0.019908727474599,0.000667907810966116,0.0787090565934289
PROX2,flexnonsyn,0.0461672033203177,2524,251999,0.021830585,-0.0001575734,0.0369750995545024,0.0185443776847605,0.000628614330344987,0.0733215847786598
CTSH,flexnonsyn,0.0462202762271455,993,253530,0.0706219947460369,-0.0003003743,0.0587579473199218,0.0294764543118218,0.000984883736040158,0.116531010903803
ATOH8,flexnonsyn,0.0462656136383796,1439,253084,-0.07876959,0.000398857663694422,-0.0488423438736389,0.0245072944388415,-0.0968759867570793,-0.000808700990198474
LBR,flexnonsyn,0.0462956689373959,2433,252090,0.03653561,-0.0003299193,0.0376317473468291,0.0188848287640757,0.000617987095478514,0.0746455075981797
RCVRN,flexnonsyn,0.0462572750560468,579,253944,-0.06314022,0.00011325585,-0.0768715479384411,0.0385698459259989,-0.152467416340075,-0.00127567953680742
ZNF182,flexnonsyn,0.0462580819571823,738,253785,-0.01262098,0.00003939335,0.0681214375747356,0.0341796560255869,0.00113022418278186,0.135112650966689
OR9A2,flexnonsyn,0.0463716507029485,861,253662,0.0945072605770639,-0.00024128425,0.063040217088955,0.0316466267309806,0.00101367349578473,0.125066760682125
PADI4,flexnonsyn,0.0463343045716375,3121,251402,0.06550872,-0.000694307821804646,0.0332655303742352,0.01669667328682,0.00054049644598974,0.0659905643024807
STK10,flexnonsyn,0.0464160466514763,3005,251518,0.04434189,-0.000408706,0.0338807296543183,0.0170118157247483,0.00053802496038937,0.0672234343482472
ADAD1,flexnonsyn,0.0464665848027544,1899,252624,0.02791381,-0.00027082925,0.0425166431797548,0.0213529169201985,0.00066549602745939,0.0843677903320502
DCN,flexnonsyn,0.046444759819975,924,253599,0.06821331,-0.000256056764428269,0.0608402965430986,0.0305524643657517,0.000958281977359809,0.120722311108837
ZNF418,flexnonsyn,0.0465404517931142,2409,252114,0.003446925,-0.00003446918,-0.0377744652371428,0.0189776783768094,-0.0749702082508521,-0.000578722223433539
KIAA0408,flexnonsyn,0.0466819620253515,2089,252434,0.02231818,-0.00016249755,0.0405125791754077,0.0203664308881733,0.000594918311859829,0.0804302400389555
GTF3C2,flexnonsyn,0.0466928731467917,1414,253109,0.049163,-0.0003348435,0.0491735485335914,0.0247216909636399,0.000719694184812845,0.09762740288237
KCTD10,flexnonsyn,0.0466957046419102,663,253860,0.1204601,-0.00031022265,0.0717056961304319,0.0360500508587544,0.00104855879523731,0.142362833465626
MYO9B,flexnonsyn,0.0467837905812735,6982,247541,0.023854935,-0.000709080322396235,0.0223674730237018,0.0112497613691078,0.000318241050088892,0.0444167049973147
RPP21,flexnonsyn,0.046789023634269,855,253668,0.05366965,-0.000260980932214135,0.0631401874036792,0.0317572285692001,0.000896867160089722,0.125383507647269
RET,flexnonsyn,0.0467962944844863,3041,251482,-0.02004271,0.00021173925,-0.0336235694595201,0.0169119976614017,-0.0667706334139102,-0.000476505505130023
CENPC,flexnonsyn,0.0468825904830533,1933,252590,0.03698894,-0.0003003743,0.0420639673471861,0.0211656553840658,0.000579847806806401,0.0835480868875659
KAZALD1,flexnonsyn,0.0469762894677346,1113,253410,0.01975705,-0.00016249755,0.0553216670817184,0.0278484826750539,0.000739384447566792,0.10990394971587
HYAL3,flexnonsyn,0.047102949087487,1981,252542,0.008656796,-0.00005416585,0.041514064716817,0.0209098521824175,0.000531312623059117,0.0824968168105748
PDE6G,flexnonsyn,0.0470972786756888,227,254296,-0.2146768,0.0001428009,-0.122217267196864,0.0615569531601892,-0.242867252141876,-0.00156728225185231
CAMK2B,flexnonsyn,0.0472477945282804,1456,253067,-0.02418495,0.0001575734,-0.0483414104264869,0.0243646257609051,-0.0960954265096801,-0.00058739434329376
DPEP1,flexnonsyn,0.0473170853616797,1755,252768,-0.04688541,0.00032007095,-0.0440433321948559,0.0222052981174456,-0.0875651237396322,-0.000521540650079616
FOXO3,flexnonsyn,0.047310552736304,709,253814,-0.09342904,0.00024128425,-0.0691531262693399,0.0348638576739643,-0.137485356627505,-0.000820895911174693
PHKG1,flexnonsyn,0.0473026261954742,2331,252192,0.04164095,-0.000438251,0.0382626167432278,0.0192895783769616,0.000455558055320285,0.0760696754311353
HUS1,flexnonsyn,0.0474423990106932,1137,253386,-0.005140855,0.00002462084,-0.0546213385347466,0.0275539864157224,-0.10862641636212,-0.000616260707373598
JAG2,flexnonsyn,0.0475052969257433,4547,249976,-0.0195896,0.00029052595,-0.0274916566896232,0.0138722262591932,-0.0546808498416956,-0.000302463537550871
KNDC1,flexnonsyn,0.0475068290060322,6497,248026,-0.01479274,0.00041855435,-0.0230888870992308,0.0116506793645352,-0.045923907641466,-0.000253866556995559
KREMEN1,flexnonsyn,0.0475268178083283,1490,253033,-0.0089523255,0.00004924168,-0.0477299252497485,0.0240867452338226,-0.094939302917818,-0.000520547581679055
TOMM34,flexnonsyn,0.0475113477380522,776,253747,0.078206515,-0.0003052985,0.0660495323435339,0.0333293497304947,0.00072489659122621,0.131374168095842
AMER1,flexnonsyn,0.0475706382871326,3759,250764,-0.02829805,0.0003594643,0.0302045791730418,0.0152456472653622,0.000323517512041679,0.060085640834042
MCF2L,flexnonsyn,0.0475647318239058,4464,250059,0.025618325,-0.0004234785,0.0277340437551647,0.0139982815496871,0.000297785598741739,0.0551703019115876
PAQR8,flexnonsyn,0.047615444659994,1389,253134,-0.03564868,0.00015264925,-0.0494058452214471,0.024942443785581,-0.0982923692082835,-0.000519321234610716
PTPRM,flexnonsyn,0.0476100457302766,3088,251435,-0.038822045,0.0003446918,-0.033247398460164,0.016784475925426,-0.0661445232162058,-0.000350273704122279
SOCS5,flexnonsyn,0.0476118874273007,1677,252846,-0.04664879,0.00032007095,-0.0449896288483613,0.0227125620583198,-0.0895056441759547,-0.000473613520767996
BCL2L13,flexnonsyn,0.0476482411024141,1246,253277,0.018653985,-0.00006893836,0.0521408323605829,0.0263270809260007,0.000540456541099639,0.103741208180066
