	gene_id	gene_symbol	annotation	markerAFs	total_variants	trait_type	phenocode	pheno_sex	coding	modifier	description	description_more	category	Pvalue	Pvalue_Burden	BETA_Burden	SE_Burden
0	ENSG00000010704	HFE	missense|LC	3.55536593603897e-06;1.77768296801948e-06;1.42216659970632e-05;1.77773353196543e-06;0.00139548112989529;3.55539121747261e-06;2.66654341310446e-05;1.77768928835542e-05;1.77768928835542e-06;3.55537857671085e-06;5.8663746515729e-05;1.7777082496329e-06;0.00101151959041456;3.55547970532184e-06;1.77773985266092e-06;1.77775249418675e-06;1.77773985266092e-06;0.000657810522123768;1.7777082496329e-06;5.33304890405845e-06;1.77768928835542e-06;1.77768296801948e-06;1.77769560873631e-06;1.77767664772848e-06;1.77771457014862e-06;1.59990898295564e-05;3.55540385832427e-06;5.33308682620892e-06;3.55539121747261e-06;1.77771457014862e-06;8.88860445354638e-06;1.77767664772848e-06;4.44420742004871e-05;7.11070659091394e-06;3.55535329545697e-06;1.77767664772848e-06;0.151057928238683;0.016545071854712;1.06660598863709e-05;1.77767664772848e-06;1.77768296801948e-06;1.77768296801948e-06;5.33302994318545e-06;1.95545821719097e-05;8.88838323864242e-06;4.97823798822291e-05;1.77794213865104e-06;5.33312474889871e-06;5.33306786506627e-06;3.55537857671085e-06;5.33304890405845e-06;7.11073187207793e-06;3.55540385832427e-06;1.77768928835542e-06;1.77770192916213e-06;1.77770192916213e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;5.33302994318545e-06;7.11070659091394e-06;5.33304890405845e-06;3.55536593603897e-06;7.11070659091394e-06;1.06662494977974e-05;1.77768296801948e-06;1.77767664772848e-06;3.55537857671085e-06;1.77767664772848e-06;5.3331057874864e-06;3.91088862500267e-05;1.77767664772848e-06;5.68856527273115e-05;0.000847951760966487;3.55535329545697e-06;1.77768928835542e-06;7.11073187207793e-06;3.55536593603897e-06;1.77770192916213e-06;1.77768928835542e-05;1.77767664772848e-06;3.55546706393085e-06;1.7777082496329e-06;1.77780938327792e-06;5.33342814983378e-06;5.3332954076771e-06;0.000263096143863816;5.33302994318545e-06;1.77767664772848e-06;2.48875615522728e-05;6.2218682670497e-05;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91108329896321e-05;1.77781570451281e-06;1.77768296801948e-06;1.77772089070928e-06;3.55539121747261e-06;5.33302994318545e-06;1.77767664772848e-05;1.77767664772848e-06;1.77767664772848e-06;1.24437365340994e-05;1.77768296801948e-06;7.11070659091394e-06;3.55535329545697e-06;1.7777082496329e-06;1.77767664772848e-06;0.000501304814659433;1.77767664772848e-06;1.77767664772848e-06;0.0772455281430994;2.66651497159273e-05;5.33306786506627e-06;3.55537857671085e-06;1.77770192916213e-06;1.77772089070928e-05;1.77768928835542e-06;5.33306786506627e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;0.000208005916612739;1.77767664772848e-06;1.77787259764965e-06;1.77791052843057e-06;1.77772089070928e-06;1.77769560873631e-06;1.06664391159655e-05;1.59995449018339e-05;3.55545442262976e-06;1.77779674094301e-06;1.7777082496329e-06;1.7777082496329e-06;3.55545442262976e-06;3.55540385832427e-06;1.77780306208799e-06;7.11657664197215e-06;1.78120402267116e-06;1.79129288355163e-06;1.97006221814678e-05;1.2445373699014e-05;3.5555429136252e-06;3.5555049883735e-06;1.42225256361025e-05	148	continuous	4079	both_sexes		irnt	Diastolic blood pressure, automated reading	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart.  Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	7.97519061901397e-08	2.36762704330928e-07	0.00230531200466443	0.000446084557748462
1	ENSG00000010704	HFE	missense|LC	3.55536593603897e-06;1.77768296801948e-06;1.42216659970632e-05;1.77773353196543e-06;0.00139548112989529;3.55539121747261e-06;2.66654341310446e-05;1.77768928835542e-05;1.77768928835542e-06;3.55537857671085e-06;5.8663746515729e-05;1.7777082496329e-06;0.00101151959041456;3.55547970532184e-06;1.77773985266092e-06;1.77775249418675e-06;1.77773985266092e-06;0.000657810522123768;1.7777082496329e-06;5.33304890405845e-06;1.77768928835542e-06;1.77768296801948e-06;1.77769560873631e-06;1.77767664772848e-06;1.77771457014862e-06;1.59990898295564e-05;3.55540385832427e-06;5.33308682620892e-06;3.55539121747261e-06;1.77771457014862e-06;8.88860445354638e-06;1.77767664772848e-06;4.44420742004871e-05;7.11070659091394e-06;3.55535329545697e-06;1.77767664772848e-06;0.151057928238683;0.016545071854712;1.06660598863709e-05;1.77767664772848e-06;1.77768296801948e-06;1.77768296801948e-06;5.33302994318545e-06;1.95545821719097e-05;8.88838323864242e-06;4.97823798822291e-05;1.77794213865104e-06;5.33312474889871e-06;5.33306786506627e-06;3.55537857671085e-06;5.33304890405845e-06;7.11073187207793e-06;3.55540385832427e-06;1.77768928835542e-06;1.77770192916213e-06;1.77770192916213e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;5.33302994318545e-06;7.11070659091394e-06;5.33304890405845e-06;3.55536593603897e-06;7.11070659091394e-06;1.06662494977974e-05;1.77768296801948e-06;1.77767664772848e-06;3.55537857671085e-06;1.77767664772848e-06;5.3331057874864e-06;3.91088862500267e-05;1.77767664772848e-06;5.68856527273115e-05;0.000847951760966487;3.55535329545697e-06;1.77768928835542e-06;7.11073187207793e-06;3.55536593603897e-06;1.77770192916213e-06;1.77768928835542e-05;1.77767664772848e-06;3.55546706393085e-06;1.7777082496329e-06;1.77780938327792e-06;5.33342814983378e-06;5.3332954076771e-06;0.000263096143863816;5.33302994318545e-06;1.77767664772848e-06;2.48875615522728e-05;6.2218682670497e-05;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91108329896321e-05;1.77781570451281e-06;1.77768296801948e-06;1.77772089070928e-06;3.55539121747261e-06;5.33302994318545e-06;1.77767664772848e-05;1.77767664772848e-06;1.77767664772848e-06;1.24437365340994e-05;1.77768296801948e-06;7.11070659091394e-06;3.55535329545697e-06;1.7777082496329e-06;1.77767664772848e-06;0.000501304814659433;1.77767664772848e-06;1.77767664772848e-06;0.0772455281430994;2.66651497159273e-05;5.33306786506627e-06;3.55537857671085e-06;1.77770192916213e-06;1.77772089070928e-05;1.77768928835542e-06;5.33306786506627e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;0.000208005916612739;1.77767664772848e-06;1.77787259764965e-06;1.77791052843057e-06;1.77772089070928e-06;1.77769560873631e-06;1.06664391159655e-05;1.59995449018339e-05;3.55545442262976e-06;1.77779674094301e-06;1.7777082496329e-06;1.7777082496329e-06;3.55545442262976e-06;3.55540385832427e-06;1.77780306208799e-06;7.11657664197215e-06;1.78120402267116e-06;1.79129288355163e-06;1.97006221814678e-05;1.2445373699014e-05;3.5555429136252e-06;3.5555049883735e-06;1.42225256361025e-05	148	continuous	4080	both_sexes		irnt	Systolic blood pressure, automated reading	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart.   Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	0.00825993010656689	0.00793365756273057	0.00112084810904003	0.000422184060699748
2	ENSG00000010704	HFE	missense|LC	3.55536593603897e-06;1.77768296801948e-06;1.42216659970632e-05;1.77773353196543e-06;0.00139548112989529;3.55539121747261e-06;2.66654341310446e-05;1.77768928835542e-05;1.77768928835542e-06;3.55537857671085e-06;5.8663746515729e-05;1.7777082496329e-06;0.00101151959041456;3.55547970532184e-06;1.77773985266092e-06;1.77775249418675e-06;1.77773985266092e-06;0.000657810522123768;1.7777082496329e-06;5.33304890405845e-06;1.77768928835542e-06;1.77768296801948e-06;1.77769560873631e-06;1.77767664772848e-06;1.77771457014862e-06;1.59990898295564e-05;3.55540385832427e-06;5.33308682620892e-06;3.55539121747261e-06;1.77771457014862e-06;8.88860445354638e-06;1.77767664772848e-06;4.44420742004871e-05;7.11070659091394e-06;3.55535329545697e-06;1.77767664772848e-06;0.151057928238683;0.016545071854712;1.06660598863709e-05;1.77767664772848e-06;1.77768296801948e-06;1.77768296801948e-06;5.33302994318545e-06;1.95545821719097e-05;8.88838323864242e-06;4.97823798822291e-05;1.77794213865104e-06;5.33312474889871e-06;5.33306786506627e-06;3.55537857671085e-06;5.33304890405845e-06;7.11073187207793e-06;3.55540385832427e-06;1.77768928835542e-06;1.77770192916213e-06;1.77770192916213e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;5.33302994318545e-06;7.11070659091394e-06;5.33304890405845e-06;3.55536593603897e-06;7.11070659091394e-06;1.06662494977974e-05;1.77768296801948e-06;1.77767664772848e-06;3.55537857671085e-06;1.77767664772848e-06;5.3331057874864e-06;3.91088862500267e-05;1.77767664772848e-06;5.68856527273115e-05;0.000847951760966487;3.55535329545697e-06;1.77768928835542e-06;7.11073187207793e-06;3.55536593603897e-06;1.77770192916213e-06;1.77768928835542e-05;1.77767664772848e-06;3.55546706393085e-06;1.7777082496329e-06;1.77780938327792e-06;5.33342814983378e-06;5.3332954076771e-06;0.000263096143863816;5.33302994318545e-06;1.77767664772848e-06;2.48875615522728e-05;6.2218682670497e-05;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91108329896321e-05;1.77781570451281e-06;1.77768296801948e-06;1.77772089070928e-06;3.55539121747261e-06;5.33302994318545e-06;1.77767664772848e-05;1.77767664772848e-06;1.77767664772848e-06;1.24437365340994e-05;1.77768296801948e-06;7.11070659091394e-06;3.55535329545697e-06;1.7777082496329e-06;1.77767664772848e-06;0.000501304814659433;1.77767664772848e-06;1.77767664772848e-06;0.0772455281430994;2.66651497159273e-05;5.33306786506627e-06;3.55537857671085e-06;1.77770192916213e-06;1.77772089070928e-05;1.77768928835542e-06;5.33306786506627e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;0.000208005916612739;1.77767664772848e-06;1.77787259764965e-06;1.77791052843057e-06;1.77772089070928e-06;1.77769560873631e-06;1.06664391159655e-05;1.59995449018339e-05;3.55545442262976e-06;1.77779674094301e-06;1.7777082496329e-06;1.7777082496329e-06;3.55545442262976e-06;3.55540385832427e-06;1.77780306208799e-06;7.11657664197215e-06;1.78120402267116e-06;1.79129288355163e-06;1.97006221814678e-05;1.2445373699014e-05;3.5555429136252e-06;3.5555049883735e-06;1.42225256361025e-05	148	icd_first_occurrence	132188	both_sexes			Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria)	"Date of the first occurrence of any code mapped to 3-character ICD10 O14. The code corresponds to ""gestational [pregnancy-induced] hypertension with significant proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field."	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	0.0984907270497052	0.0601641877294725	-0.0261104367988947	0.0138915711632695
3	ENSG00000010704	HFE	pLoF	1.77817608922176e-06;1.7777082496329e-06;1.7777082496329e-06;3.55536593603897e-06;5.33304890405845e-06;1.06660598863709e-05;7.28852608225724e-05;1.77771457014862e-06;1.77767664772848e-06;1.77769560873631e-06;1.77767664772848e-05;1.77767664772848e-06;1.77768928835542e-06;2.84433319941265e-05;8.88876247093375e-06;1.77767664772848e-06;1.77767664772848e-06;8.88838323864242e-06;1.77767664772848e-06;5.33302994318545e-06;1.7876743429403e-06;1.8104397195991e-06;1.8104397195991e-06;1.77774617340136e-06;4.97768928552381e-05	25	continuous	4079	both_sexes		irnt	Diastolic blood pressure, automated reading	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart.  Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	0.20821808966427	0.857972444289867	-0.000607914834332215	0.00339701195496388
4	ENSG00000010704	HFE	pLoF	1.77817608922176e-06;1.7777082496329e-06;1.7777082496329e-06;3.55536593603897e-06;5.33304890405845e-06;1.06660598863709e-05;7.28852608225724e-05;1.77771457014862e-06;1.77767664772848e-06;1.77769560873631e-06;1.77767664772848e-05;1.77767664772848e-06;1.77768928835542e-06;2.84433319941265e-05;8.88876247093375e-06;1.77767664772848e-06;1.77767664772848e-06;8.88838323864242e-06;1.77767664772848e-06;5.33302994318545e-06;1.7876743429403e-06;1.8104397195991e-06;1.8104397195991e-06;1.77774617340136e-06;4.97768928552381e-05	25	continuous	4080	both_sexes		irnt	Systolic blood pressure, automated reading	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart.   Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	0.0737103543504123	0.595814184529328	0.00171811911425037	0.00323910934230908
5	ENSG00000010704	HFE	pLoF	1.77817608922176e-06;1.7777082496329e-06;1.7777082496329e-06;3.55536593603897e-06;5.33304890405845e-06;1.06660598863709e-05;7.28852608225724e-05;1.77771457014862e-06;1.77767664772848e-06;1.77769560873631e-06;1.77767664772848e-05;1.77767664772848e-06;1.77768928835542e-06;2.84433319941265e-05;8.88876247093375e-06;1.77767664772848e-06;1.77767664772848e-06;8.88838323864242e-06;1.77767664772848e-06;5.33302994318545e-06;1.7876743429403e-06;1.8104397195991e-06;1.8104397195991e-06;1.77774617340136e-06;4.97768928552381e-05	25	icd_first_occurrence	132188	both_sexes			Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria)	"Date of the first occurrence of any code mapped to 3-character ICD10 O14. The code corresponds to ""gestational [pregnancy-induced] hypertension with significant proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field."	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	0.832079460258075	0.65784015559177	-0.0404160228398512	0.0912537509016053
6	ENSG00000010704	HFE	synonymous	3.55542914029723e-06;1.06661357301325e-05;1.77768928835542e-06;5.33308682620892e-06;1.77770192916213e-06;2.13324989955948e-05;1.77770192916213e-06;1.77776513589237e-06;1.59993742466961e-05;3.55536593603897e-06;1.77768296801948e-06;3.55537857671085e-06;7.11095941064368e-06;1.7777082496329e-06;1.77767664772848e-06;5.33304890405845e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-06;1.77768296801948e-06;1.77772089070928e-06;1.7777082496329e-06;7.11070659091394e-06;1.77768296801948e-06;3.55535329545697e-06;2.84431297397809e-05;3.55535329545697e-06;1.77768296801948e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91088862500267e-05;1.77767664772848e-06;1.77767664772848e-06;1.77770192916213e-06;2.66662874128012e-05;1.77770192916213e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-05;4.08869990009351e-05;1.24437807761364e-05;5.33302994318545e-06;3.55535329545697e-06;3.55535329545697e-06;1.77767664772848e-06;1.77767664772848e-06;1.77772721131488e-06;5.33323852020408e-06;1.06661357301325e-05;1.77767664772848e-06;5.33363675800223e-06;1.77776513589237e-06;1.77778409878791e-06;1.77778409878791e-06;0.000120898345826162;4.44428642537154e-05	60	continuous	4079	both_sexes		irnt	Diastolic blood pressure, automated reading	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart.  Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	0.569354398866027	0.359294050457597	0.00210892400623345	0.00230053286922355
7	ENSG00000010704	HFE	synonymous	3.55542914029723e-06;1.06661357301325e-05;1.77768928835542e-06;5.33308682620892e-06;1.77770192916213e-06;2.13324989955948e-05;1.77770192916213e-06;1.77776513589237e-06;1.59993742466961e-05;3.55536593603897e-06;1.77768296801948e-06;3.55537857671085e-06;7.11095941064368e-06;1.7777082496329e-06;1.77767664772848e-06;5.33304890405845e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-06;1.77768296801948e-06;1.77772089070928e-06;1.7777082496329e-06;7.11070659091394e-06;1.77768296801948e-06;3.55535329545697e-06;2.84431297397809e-05;3.55535329545697e-06;1.77768296801948e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91088862500267e-05;1.77767664772848e-06;1.77767664772848e-06;1.77770192916213e-06;2.66662874128012e-05;1.77770192916213e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-05;4.08869990009351e-05;1.24437807761364e-05;5.33302994318545e-06;3.55535329545697e-06;3.55535329545697e-06;1.77767664772848e-06;1.77767664772848e-06;1.77772721131488e-06;5.33323852020408e-06;1.06661357301325e-05;1.77767664772848e-06;5.33363675800223e-06;1.77776513589237e-06;1.77778409878791e-06;1.77778409878791e-06;0.000120898345826162;4.44428642537154e-05	60	continuous	4080	both_sexes		irnt	Systolic blood pressure, automated reading	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart.   Range returned by the Omron device is is 0-255	UK Biobank Assessment Centre > Physical measures > Blood pressure	0.778472723006466	0.55143459777725	0.00129388273805305	0.00217235917288433
8	ENSG00000010704	HFE	synonymous	3.55542914029723e-06;1.06661357301325e-05;1.77768928835542e-06;5.33308682620892e-06;1.77770192916213e-06;2.13324989955948e-05;1.77770192916213e-06;1.77776513589237e-06;1.59993742466961e-05;3.55536593603897e-06;1.77768296801948e-06;3.55537857671085e-06;7.11095941064368e-06;1.7777082496329e-06;1.77767664772848e-06;5.33304890405845e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-06;1.77768296801948e-06;1.77772089070928e-06;1.7777082496329e-06;7.11070659091394e-06;1.77768296801948e-06;3.55535329545697e-06;2.84431297397809e-05;3.55535329545697e-06;1.77768296801948e-06;1.77768296801948e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.91088862500267e-05;1.77767664772848e-06;1.77767664772848e-06;1.77770192916213e-06;2.66662874128012e-05;1.77770192916213e-06;1.77767664772848e-06;1.77767664772848e-06;1.77767664772848e-06;3.55535329545697e-05;4.08869990009351e-05;1.24437807761364e-05;5.33302994318545e-06;3.55535329545697e-06;3.55535329545697e-06;1.77767664772848e-06;1.77767664772848e-06;1.77772721131488e-06;5.33323852020408e-06;1.06661357301325e-05;1.77767664772848e-06;5.33363675800223e-06;1.77776513589237e-06;1.77778409878791e-06;1.77778409878791e-06;0.000120898345826162;4.44428642537154e-05	60	icd_first_occurrence	132188	both_sexes			Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria)	"Date of the first occurrence of any code mapped to 3-character ICD10 O14. The code corresponds to ""gestational [pregnancy-induced] hypertension with significant proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field."	Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium	0.759826413714482	0.541387325337427	-0.0405737571126983	0.0664363278112478
