Gene,Collapsing model,P value,No. participants,No. cases with QV,% cases with QV,No. controls with QV,% controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
LMBR1,ptvraredmg,0.0186,146157,2,0.0150375939849624,226,0.00154769079055498,9.8492,2.4226,40.0426
KLHL17,ptvraredmg,0.0186,146157,4,0.0300751879699248,1097,0.0075124637045965,4.0965,1.5118,11.1004
METTL2A,ptvraredmg,0.0184,146157,2,0.0150375939849624,225,0.00154084260121624,9.8931,2.4333,40.2219
CROCC,ptvraredmg,0.0184,146157,3,0.0225563909774436,605,0.004143154549937,5.5468,1.7609,17.4719
C1QTNF6,ptvraredmg,0.0178,146157,2,0.0150375939849624,221,0.00151344984386128,10.0724,2.4772,40.9555
CIAO1,ptvraredmg,0.0178,146157,2,0.0150375939849624,221,0.00151344984386128,10.0724,2.4772,40.9555
SIGLEC9,ptvraredmg,0.0177,146157,2,0.0150375939849624,220,0.00150660165452254,10.1183,2.4884,41.1431
WASHC1,ptvraredmg,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
APOBEC2,ptvraredmg,0.0171,146157,2,0.0150375939849624,216,0.00147920889716759,10.3059,2.5342,41.911
SEC22B,ptvraredmg,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
OTC,ptvraredmg,0.017,146157,2,0.0150375939849624,215,0.00147236070782885,10.3539,2.5459,42.1075
NDC1,ptvraredmg,0.0167,146157,2,0.0150375939849624,213,0.00145866432915137,10.4513,2.5697,42.506
MEGF11,ptvraredmg,0.0165,146157,4,0.0300751879699248,1058,0.00724538432038569,4.2486,1.5678,11.5134
IDO1,ptvraredmg,0.0165,146157,2,0.0150375939849624,212,0.00145181613981263,10.5006,2.5818,42.7081
KLHL38,ptvraredmg,0.0161,146157,3,0.0225563909774436,574,0.00393086068043609,5.8476,1.8562,18.4222
LRWD1,ptvraredmg,0.0159,146157,3,0.0225563909774436,572,0.00391716430175862,5.8682,1.8627,18.4871
ADAM21,ptvraredmg,0.0157,146157,2,0.0150375939849624,206,0.0014107270037802,10.8069,2.6566,43.9621
IQCC,ptvraredmg,0.0156,146157,3,0.0225563909774436,567,0.00388292335506492,5.9201,1.8791,18.6512
PBX4,ptvraredmg,0.0152,146157,2,0.0150375939849624,203,0.00139018243576398,10.9669,2.6957,44.6171
IL1R2,ptvraredmg,0.0152,146157,2,0.0150375939849624,203,0.00139018243576398,10.9669,2.6957,44.6171
CLOCK,ptvraredmg,0.0151,146157,2,0.0150375939849624,202,0.00138333424642525,11.0212,2.7089,44.8398
TAAR1,ptvraredmg,0.0151,146157,2,0.0150375939849624,202,0.00138333424642525,11.0212,2.7089,44.8398
TBC1D32,ptvraredmg,0.015,146157,3,0.0225563909774436,559,0.00382813784035501,6.0052,1.906,18.92
C1QA,ptvraredmg,0.0147,146157,2,0.0150375939849624,199,0.00136278967840903,11.1876,2.7495,45.5213
SUB1,ptvraredmg,0.0145,146157,1,0.0075187969924812,15,0.000102722840081083,73.7419,9.6708,562.2986
FGL2,ptvraredmg,0.0144,146157,2,0.0150375939849624,197,0.00134909329973155,11.3014,2.7773,45.9873
SNAP47,ptvraredmg,0.0143,146157,2,0.0150375939849624,196,0.00134224511039281,11.3591,2.7914,46.2239
XKR5,ptvraredmg,0.0142,146157,4,0.0300751879699248,1011,0.00692351942146496,4.4476,1.6411,12.0536
NOP16,ptvraredmg,0.014,146157,2,0.0150375939849624,194,0.00132854873171533,11.4764,2.82,46.7044
NWD2,ptvraredmg,0.0137,146157,4,0.0300751879699248,999,0.0068413411494001,4.5014,1.6609,12.1997
TUBAL3,ptvraredmg,0.0136,146157,3,0.0225563909774436,538,0.00368432586424149,6.2405,1.9805,19.6636
LRRC28,ptvraredmg,0.0136,146157,2,0.0150375939849624,191,0.00130800416369912,11.6568,2.864,47.4442
GALR1,ptvraredmg,0.0135,146157,2,0.0150375939849624,190,0.00130115597436038,11.7183,2.879,47.6961
KIF27,ptvraredmg,0.0132,146157,3,0.0225563909774436,532,0.00364323672820906,6.3111,2.0028,19.8869
PLS1,ptvraredmg,0.013,146157,3,0.0225563909774436,530,0.00362954034953158,6.335,2.0104,19.9625
STK17A,ptvraredmg,0.0127,146157,2,0.0150375939849624,184,0.00126006683832795,12.1009,2.9723,49.265
MME,ptvraredmg,0.0123,146157,4,0.0300751879699248,968,0.00662904727989919,4.6466,1.7144,12.5938
NFIB,ptvraredmg,0.0123,146157,2,0.0150375939849624,181,0.00123952227031173,12.3017,3.0213,50.0887
GOLGA1,ptvraredmg,0.0122,146157,2,0.0150375939849624,180,0.00123267408097299,12.3701,3.038,50.3694
C22ORF31,ptvraredmg,0.0115,146157,2,0.0150375939849624,175,0.0011984331342793,12.724,3.1242,51.8216
LGR6,ptvraredmg,0.0113,146157,3,0.0225563909774436,503,0.00344463923738564,6.6763,2.1183,21.0415
CYBA,ptvraredmg,0.0112,146157,2,0.0150375939849624,172,0.00117788856626308,12.9462,3.1783,52.7337
CCDC168,ptvraredmg,0.0108,146157,0,0,5618,0.0384731277050348,0,,
DPM1,ptvraredmg,0.0108,146157,2,0.0150375939849624,169,0.00115734399824686,13.1763,3.2343,53.6785
DUXA,ptvraredmg,0.0104,146157,2,0.0150375939849624,166,0.00113679943023065,13.4147,3.2924,54.6577
ZNF85,ptvraredmg,0.01,146157,2,0.0150375939849624,162,0.00110940667287569,13.7463,3.3731,56.0202
NPAS2,ptvraredmg,0.01,146157,2,0.0150375939849624,162,0.00110940667287569,13.7463,3.3731,56.0202
ZNF497,ptvraredmg,0.0094,146157,2,0.0150375939849624,157,0.001075165726182,14.1846,3.4797,57.8218
GCH1,ptvraredmg,0.0094,146157,2,0.0150375939849624,157,0.001075165726182,14.1846,3.4797,57.8218
NELL2,ptvraredmg,0.0092,146157,3,0.0225563909774436,466,0.0031912562318523,7.2082,2.2865,22.7239
HGSNAT,ptvraredmg,0.0091,146157,3,0.0225563909774436,463,0.00317071166383608,7.2551,2.3013,22.8722
AP5Z1,ptvraredmg,0.0089,146157,4,0.0300751879699248,877,0.00600586205007396,5.1319,1.893,13.9122
LEMD1,ptvraredmg,0.0085,146157,2,0.0150375939849624,149,0.00102038021147209,14.947,3.665,60.9582
PARP1,ptvraredmg,0.0082,146157,3,0.0225563909774436,445,0.00304744425573878,7.5495,2.3944,23.8038
ATP5F1C,ptvraredmg,0.0081,146157,2,0.0150375939849624,145,0.000992987454117131,15.3597,3.7653,62.6574
ARHGEF10L,ptvraredmg,0.0079,146157,3,0.0225563909774436,440,0.00301320330904509,7.6355,2.4215,24.0761
SPRYD3,ptvraredmg,0.0079,146157,2,0.0150375939849624,143,0.000979291075439654,15.5748,3.8175,63.5429
CHD1,ptvraredmg,0.0075,146157,4,0.0300751879699248,834,0.00571138990850819,5.3981,1.991,14.6355
SLC16A6,ptvraredmg,0.0074,146157,2,0.0150375939849624,138,0.00094505012874596,16.1396,3.9546,65.8703
WWC2,ptvraredmg,0.0074,146157,3,0.0225563909774436,429,0.00293787322631896,7.8319,2.4836,24.6977
PACRGL,ptvraredmg,0.0074,146157,2,0.0150375939849624,138,0.00094505012874596,16.1396,3.9546,65.8703
ANKRD60,ptvraredmg,0.0073,146157,3,0.0225563909774436,426,0.00291732865830274,7.8872,2.501,24.8728
SEC23B,ptvraredmg,0.0072,146157,4,0.0300751879699248,825,0.00564975620445954,5.4573,2.0128,14.7964
DNAH11,ptvraredmg,0.0071,146157,8,0.0601503759398496,3046,0.0208595847257985,3.0041,1.4686,6.1453
TUBG1,ptvraredmg,0.007,146157,2,0.0150375939849624,134,0.000917657371391004,16.6219,4.0715,67.8584
HTR1B,ptvraredmg,0.007,146157,2,0.0150375939849624,134,0.000917657371391004,16.6219,4.0715,67.8584
OR52L1,ptvraredmg,0.0069,146157,2,0.0150375939849624,133,0.000910809182052265,16.7469,4.1018,68.3744
ZNF530,ptvraredmg,0.0067,146157,3,0.0225563909774436,414,0.00283515038623788,8.1165,2.5735,25.5988
CDKN2B,ptvraredmg,0.0067,146157,2,0.0150375939849624,131,0.000897112803374788,17.0029,4.1639,69.4301
GPALPP1,ptvraredmg,0.0063,146157,2,0.0150375939849624,127,0.000869720046019832,17.5389,4.2937,71.6423
ZNF326,ptvraredmg,0.0062,146157,2,0.0150375939849624,126,0.000862871856681094,17.6782,4.3275,72.2176
TTF2,ptvraredmg,0.0062,146157,4,0.0300751879699248,791,0.00541691776694242,5.6932,2.0996,15.4376
PTPRH,ptvraredmg,0.0062,146157,4,0.0300751879699248,790,0.00541006957760368,5.7005,2.1023,15.4573
HOXD12,ptvraredmg,0.0058,146157,3,0.0225563909774436,391,0.00267764203144689,8.5953,2.7246,27.1153
GDNF,ptvraredmg,0.0056,146157,2,0.0150375939849624,119,0.000814934531309922,18.719,4.5793,76.5181
RALYL,ptvraredmg,0.0056,146157,2,0.0150375939849624,119,0.000814934531309922,18.719,4.5793,76.5181
ADGRE2,ptvraredmg,0.0056,146157,4,0.0300751879699248,766,0.00524571303347395,5.8801,2.1683,15.9455
DNAH12,ptvraredmg,0.0056,146157,2,0.0150375939849624,119,0.000814934531309922,18.719,4.5793,76.5181
SRPRA,ptvraredmg,0.0056,146157,3,0.0225563909774436,388,0.00265709746343067,8.6619,2.7457,27.3265
ECT2L,ptvraredmg,0.0055,146157,4,0.0300751879699248,763,0.00522516846545773,5.9033,2.1769,16.0086
TMEM150B,ptvraredmg,0.0053,146157,2,0.0150375939849624,116,0.000794389963293705,19.2035,4.6964,78.5219
CUL4B,ptvraredmg,0.0052,146157,2,0.0150375939849624,115,0.000787541773954966,19.3706,4.7368,79.2133
TOMM34,ptvraredmg,0.005,146157,2,0.0150375939849624,113,0.000773845395277489,19.7137,4.8197,80.6333
EPB41,ptvraredmg,0.005,146157,4,0.0300751879699248,743,0.00508820467868296,6.063,2.2356,16.4429
NSFL1C,ptvraredmg,0.005,146157,2,0.0150375939849624,113,0.000773845395277489,19.7137,4.8197,80.6333
CDR2L,ptvraredmg,0.0046,146157,2,0.0150375939849624,108,0.000739604448583794,20.6271,5.0402,84.4164
AP1M1,ptvraredmg,0.0045,146157,2,0.0150375939849624,106,0.000725908069906317,21.0166,5.1342,86.0308
CEP131,ptvraredmg,0.0042,146157,3,0.0225563909774436,348,0.00238316988988112,9.6602,3.0606,30.4909
ACSM2B,ptvraredmg,0.004,146157,3,0.0225563909774436,342,0.00234208075384868,9.8301,3.1141,31.0297
CPOX,ptvraredmg,0.004,146157,3,0.0225563909774436,342,0.00234208075384868,9.8301,3.1141,31.0297
LEO1,ptvraredmg,0.0039,146157,2,0.0150375939849624,99,0.000677970744535145,22.5037,5.4925,92.202
DAB2IP,ptvraredmg,0.0038,146157,4,0.0300751879699248,688,0.00471155426505232,6.5502,2.4148,17.7678
RNF207,ptvraredmg,0.0037,146157,3,0.0225563909774436,332,0.00227359886046129,10.1269,3.2077,31.9712
TRIM43,ptvraredmg,0.0036,146157,1,0.0075187969924812,3,0.0000205445680162165,368.7399,38.1091,3567.8942
HADH,ptvraredmg,0.0036,146157,3,0.0225563909774436,329,0.00225305429244508,10.2194,3.2369,32.2649
IBSP,ptvraredmg,0.0036,146157,2,0.0150375939849624,95,0.00065057798718019,23.4518,5.7206,96.1424
EHBP1,ptvraredmg,0.0035,146157,4,0.0300751879699248,673,0.00460883142497124,6.6969,2.4687,18.1669
OR13A1,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
BANF2,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
NEUROG3,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
S100A16,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
VAMP1,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
LRRC61,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
RAB6A,ptvraredmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
MAST2,ptvraredmg,0.0725,146157,3,0.0225563909774436,1053,0.007211143373692,3.1771,1.0098,9.9958
MEF2C,ptvraredmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
TFE3,ptvraredmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
SELENOF,ptvraredmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
PSMB5,ptvraredmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
C3ORF36,ptvraredmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
CACNA1F,ptvraredmg,0.0719,146157,3,0.0225563909774436,1049,0.00718375061633704,3.1893,1.0137,10.0342
OR8I2,ptvraredmg,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
UNC119,ptvraredmg,0.0711,146157,2,0.0150375939849624,477,0.00326658631457843,4.6585,1.1495,18.8789
RPP25L,ptvraredmg,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
ARR3,ptvraredmg,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
GPR161,ptvraredmg,0.0711,146157,2,0.0150375939849624,477,0.00326658631457843,4.6585,1.1495,18.8789
SSR4,ptvraredmg,0.048,146157,1,0.0075187969924812,53,0.000362954034953158,20.8649,2.8643,151.9911
ZBTB34,ptvraredmg,0.048,146157,1,0.0075187969924812,53,0.000362954034953158,20.8649,2.8643,151.9911
HNRNPF,ptvraredmg,0.048,146157,1,0.0075187969924812,53,0.000362954034953158,20.8649,2.8643,151.9911
TNFRSF17,ptvraredmg,0.048,146157,1,0.0075187969924812,53,0.000362954034953158,20.8649,2.8643,151.9911
GALT,ptvraredmg,0.048,146157,2,0.0150375939849624,381,0.0026091601380595,5.8361,1.439,23.6686
APCS,ptvraredmg,0.048,146157,2,0.0150375939849624,381,0.0026091601380595,5.8361,1.439,23.6686
CCT2,ptvraredmg,0.0478,146157,2,0.0150375939849624,380,0.00260231194872076,5.8515,1.4428,23.7312
PIPOX,ptvraredmg,0.0478,146157,2,0.0150375939849624,380,0.00260231194872076,5.8515,1.4428,23.7312
PTPN13,ptvraredmg,0.0477,146157,3,0.0225563909774436,883,0.00604695118610639,3.7932,1.2053,11.9378
IFT122,ptvraredmg,0.0477,146157,3,0.0225563909774436,883,0.00604695118610639,3.7932,1.2053,11.9378
MTRF1L,ptvraredmg,0.0474,146157,2,0.0150375939849624,378,0.00258861557004328,5.8825,1.4505,23.8576
ZNF490,ptvraredmg,0.0471,146157,1,0.0075187969924812,52,0.00035610584561442,21.2663,2.9184,154.9694
FBXW5,ptvraredmg,0.0471,146157,3,0.0225563909774436,878,0.0060127102394127,3.8149,1.2122,12.0064
GABPB1,ptvraredmg,0.0471,146157,1,0.0075187969924812,52,0.00035610584561442,21.2663,2.9184,154.9694
KRTAP1-4,ptvraredmg,0.0471,146157,1,0.0075187969924812,52,0.00035610584561442,21.2663,2.9184,154.9694
NDUFAF7,ptvraredmg,0.0471,146157,2,0.0150375939849624,377,0.00258176738070454,5.8982,1.4543,23.9213
TLE4,ptvraredmg,0.0469,146157,2,0.0150375939849624,376,0.0025749191913658,5.9139,1.4582,23.9853
XPO4,ptvraredmg,0.0469,146157,2,0.0150375939849624,376,0.0025749191913658,5.9139,1.4582,23.9853
ASIC1,ptvraredmg,0.0467,146157,2,0.0150375939849624,375,0.00256807100202706,5.9297,1.462,24.0496
SLC6A18,ptvraredmg,0.0464,146157,3,0.0225563909774436,873,0.00597846929271901,3.8369,1.2191,12.0757
LCORL,ptvraredmg,0.0463,146157,2,0.0150375939849624,373,0.00255437462334959,5.9616,1.4699,24.1794
CKLF-CMTM1,ptvraredmg,0.0462,146157,1,0.0075187969924812,51,0.000349257656275681,21.6835,2.9745,158.0667
C12ORF45,ptvraredmg,0.0462,146157,1,0.0075187969924812,51,0.000349257656275681,21.6835,2.9745,158.0667
ERI3,ptvraredmg,0.0462,146157,1,0.0075187969924812,51,0.000349257656275681,21.6835,2.9745,158.0667
EFCAB7,ptvraredmg,0.046,146157,2,0.0150375939849624,372,0.00254752643401085,5.9777,1.4738,24.2448
WNT10B,ptvraredmg,0.0458,146157,2,0.0150375939849624,371,0.00254067824467211,5.9938,1.4778,24.3106
RABEPK,ptvraredmg,0.0456,146157,2,0.0150375939849624,370,0.00253383005533337,6.0101,1.4818,24.3767
ALDH2,ptvraredmg,0.0454,146157,2,0.0150375939849624,369,0.00252698186599463,6.0264,1.4858,24.4432
PMEL,ptvraredmg,0.0454,146157,2,0.0150375939849624,369,0.00252698186599463,6.0264,1.4858,24.4432
TTC17,ptvraredmg,0.0452,146157,2,0.0150375939849624,368,0.00252013367665589,6.0428,1.4898,24.51
TTC37,ptvraredmg,0.0451,146157,3,0.0225563909774436,863,0.00590998739933162,3.8817,1.2333,12.2167
MYOM3,ptvraredmg,0.0451,146157,3,0.0225563909774436,863,0.00590998739933162,3.8817,1.2333,12.2167
BMPR1A,ptvraredmg,0.0447,146157,2,0.0150375939849624,366,0.00250643729797841,6.0759,1.498,24.6448
KLRC2,ptvraredmg,0.0445,146157,1,0.0075187969924812,49,0.000335561277598203,22.5688,3.0936,164.648
TAL2,ptvraredmg,0.0445,146157,1,0.0075187969924812,49,0.000335561277598203,22.5688,3.0936,164.648
IL1RN,ptvraredmg,0.0445,146157,1,0.0075187969924812,49,0.000335561277598203,22.5688,3.0936,164.648
RANBP9,ptvraredmg,0.0443,146157,2,0.0150375939849624,364,0.00249274091930094,6.1094,1.5062,24.781
FCN1,ptvraredmg,0.0443,146157,2,0.0150375939849624,364,0.00249274091930094,6.1094,1.5062,24.781
SLC6A16,ptvraredmg,0.0443,146157,2,0.0150375939849624,364,0.00249274091930094,6.1094,1.5062,24.781
CKS1B,ptvraredmg,0.0436,146157,1,0.0075187969924812,48,0.000328713088259464,23.0391,3.1567,168.1484
CNTD1,ptvraredmg,0.0436,146157,1,0.0075187969924812,48,0.000328713088259464,23.0391,3.1567,168.1484
EIF2A,ptvraredmg,0.0436,146157,2,0.0150375939849624,361,0.00247219635128472,6.1603,1.5187,24.9883
KRT75,ptvraredmg,0.0432,146157,3,0.0225563909774436,848,0.00580726455925053,3.9507,1.2552,12.4345
SLC37A3,ptvraredmg,0.0432,146157,2,0.0150375939849624,359,0.00245849997260724,6.1947,1.5271,25.1283
ZMYND12,ptvraredmg,0.043,146157,2,0.0150375939849624,358,0.0024516517832685,6.212,1.5314,25.199
TMEM225,ptvraredmg,0.0428,146157,1,0.0075187969924812,47,0.000321864898920725,23.5295,3.2226,171.8008
CD59,ptvraredmg,0.0419,146157,1,0.0075187969924812,46,0.000315016709581987,24.0412,3.2912,175.6153
FDXR,ptvraredmg,0.0419,146157,2,0.0150375939849624,353,0.00241741083657481,6.3002,1.553,25.5582
RAB39B,ptvraredmg,0.0419,146157,1,0.0075187969924812,46,0.000315016709581987,24.0412,3.2912,175.6153
RNF24,ptvraredmg,0.0419,146157,1,0.0075187969924812,46,0.000315016709581987,24.0412,3.2912,175.6153
DIMT1,ptvraredmg,0.0415,146157,2,0.0150375939849624,351,0.00240371445789733,6.3362,1.5619,25.7047
OVGP1,ptvraredmg,0.0413,146157,2,0.0150375939849624,350,0.00239686626855859,6.3544,1.5663,25.7786
TSSK2,ptvraredmg,0.0411,146157,2,0.0150375939849624,349,0.00239001807921985,6.3726,1.5708,25.853
LEPROT,ptvraredmg,0.041,146157,1,0.0075187969924812,45,0.000308168520243248,24.5756,3.3628,179.6028
HAS2,ptvraredmg,0.041,146157,1,0.0075187969924812,45,0.000308168520243248,24.5756,3.3628,179.6028
FGA,ptvraredmg,0.0401,146157,3,0.0225563909774436,822,0.00562921163644332,4.0764,1.2951,12.8309
FREM2,ptvraredmg,0.04,146157,4,0.0300751879699248,1400,0.00958746507423437,3.2032,1.1826,8.6765
UAP1L1,ptvraredmg,0.04,146157,2,0.0150375939849624,344,0.00235577713252616,6.4655,1.5936,26.2311
ZNF607,ptvraredmg,0.0396,146157,2,0.0150375939849624,342,0.00234208075384868,6.5034,1.6029,26.3855
CEP164,ptvraredmg,0.0394,146157,2,0.0150375939849624,341,0.00233523256450994,6.5225,1.6076,26.4634
MYLK4,ptvraredmg,0.0394,146157,2,0.0150375939849624,341,0.00233523256450994,6.5225,1.6076,26.4634
SEMA4C,ptvraredmg,0.0394,146157,2,0.0150375939849624,341,0.00233523256450994,6.5225,1.6076,26.4634
MARCKSL1,ptvraredmg,0.0393,146157,1,0.0075187969924812,43,0.00029447214156577,25.719,3.5157,188.1467
TMED2,ptvraredmg,0.0393,146157,1,0.0075187969924812,43,0.00029447214156577,25.719,3.5157,188.1467
CNIH1,ptvraredmg,0.0393,146157,1,0.0075187969924812,43,0.00029447214156577,25.719,3.5157,188.1467
KHDRBS1,ptvraredmg,0.0393,146157,1,0.0075187969924812,43,0.00029447214156577,25.719,3.5157,188.1467
HIKESHI,ptvraredmg,0.0393,146157,1,0.0075187969924812,43,0.00029447214156577,25.719,3.5157,188.1467
UNC5CL,ptvraredmg,0.039,146157,2,0.0150375939849624,339,0.00232153618583247,6.5611,1.6171,26.6205
OTOS,ptvraredmg,0.039,146157,2,0.0150375939849624,339,0.00232153618583247,6.5611,1.6171,26.6205
CCT3,ptvraredmg,0.0388,146157,2,0.0150375939849624,338,0.00231468799649373,6.5805,1.6219,26.6998
AGBL2,ptvraredmg,0.0388,146157,2,0.0150375939849624,338,0.00231468799649373,6.5805,1.6219,26.6998
ERCC3,ptvraredmg,0.0386,146157,3,0.0225563909774436,810,0.00554703336437846,4.1372,1.3143,13.0225
RNLS,ptvraredmg,0.0384,146157,2,0.0150375939849624,336,0.00230099161781625,6.6198,1.6315,26.8597
TMEM214,ptvraredmg,0.0376,146157,2,0.0150375939849624,332,0.00227359886046129,6.6997,1.6511,27.1854
TRPS1,ptvraredmg,0.0376,146157,3,0.0225563909774436,801,0.00548539966032981,4.1839,1.3292,13.1699
CELF5,ptvraredmg,0.0375,146157,1,0.0075187969924812,41,0.000280775762888292,26.9739,3.6832,197.5434
TULP2,ptvraredmg,0.0372,146157,2,0.0150375939849624,330,0.00225990248178382,6.7404,1.6611,27.3512
SCYL3,ptvraredmg,0.037,146157,2,0.0150375939849624,329,0.00225305429244508,6.7609,1.6661,27.4349
SNTG2,ptvraredmg,0.037,146157,2,0.0150375939849624,329,0.00225305429244508,6.7609,1.6661,27.4349
SYDE2,ptvraredmg,0.0366,146157,2,0.0150375939849624,327,0.0022393579137676,6.8024,1.6763,27.6038
FABP12,ptvraredmg,0.0366,146157,1,0.0075187969924812,40,0.000273927573549553,27.6485,3.7731,202.6025
PMPCA,ptvraredmg,0.0366,146157,2,0.0150375939849624,327,0.0022393579137676,6.8024,1.6763,27.6038
STS,ptvraredmg,0.0364,146157,2,0.0150375939849624,326,0.00223250972442886,6.8233,1.6814,27.689
ZNF471,ptvraredmg,0.036,146157,2,0.0150375939849624,324,0.00221881334575138,6.8655,1.6918,27.861
LINGO3,ptvraredmg,0.0356,146157,2,0.0150375939849624,322,0.00220511696707391,6.9083,1.7023,28.0352
IFFO2,ptvraredmg,0.035,146157,2,0.0150375939849624,319,0.00218457239905769,6.9734,1.7183,28.3006
TAS2R1,ptvraredmg,0.0349,146157,1,0.0075187969924812,38,0.000260231194872076,29.1041,3.9667,213.5394
ZNF844,ptvraredmg,0.0348,146157,2,0.0150375939849624,318,0.00217772420971895,6.9953,1.7237,28.3901
ABCA9,ptvraredmg,0.0346,146157,4,0.0300751879699248,1335,0.00914233276721635,3.3607,1.2406,9.1036
MPP2,ptvraredmg,0.0346,146157,2,0.0150375939849624,317,0.00217087602038021,7.0175,1.7291,28.4803
BTF3L4,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
P2RX5,ptvraredmg,0.034,146157,2,0.0150375939849624,314,0.00215033145236399,7.0847,1.7456,28.7542
FLT3LG,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
PEA15,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
CSF3,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
FAM229A,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
PRAF2,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
FEV,ptvraredmg,0.034,146157,1,0.0075187969924812,37,0.000253383005533337,29.8909,4.0711,219.4626
MAP2K2,ptvraredmg,0.0338,146157,2,0.0150375939849624,313,0.00214348326302526,7.1073,1.7511,28.8466
PAXIP1,ptvraredmg,0.0336,146157,2,0.0150375939849624,312,0.00213663507368652,7.1302,1.7567,28.9397
DTX1,ptvraredmg,0.0336,146157,2,0.0150375939849624,312,0.00213663507368652,7.1302,1.7567,28.9397
ANKS3,ptvraredmg,0.0336,146157,2,0.0150375939849624,312,0.00213663507368652,7.1302,1.7567,28.9397
TTC27,ptvraredmg,0.0333,146157,3,0.0225563909774436,763,0.00522516846545773,4.3934,1.3956,13.8309
TNFRSF21,ptvraredmg,0.0332,146157,2,0.0150375939849624,310,0.00212293869500904,7.1763,1.768,29.1276
ATP11A,ptvraredmg,0.0332,146157,3,0.0225563909774436,762,0.00521832027611899,4.3992,1.3974,13.8492
AARD,ptvraredmg,0.0331,146157,1,0.0075187969924812,36,0.000246534816194598,30.7214,4.1812,225.7235
ARID2,ptvraredmg,0.033,146157,2,0.0150375939849624,309,0.0021160905056703,7.1995,1.7737,29.2225
XDH,ptvraredmg,0.033,146157,4,0.0300751879699248,1315,0.00900536898044157,3.4122,1.2596,9.2436
PLEKHD1,ptvraredmg,0.0322,146157,2,0.0150375939849624,305,0.00208869774831535,7.2942,1.797,29.6083
MRPL53,ptvraredmg,0.0322,146157,1,0.0075187969924812,35,0.000239686626855859,31.5994,4.2974,232.3519
C6ORF132,ptvraredmg,0.0322,146157,2,0.0150375939849624,305,0.00208869774831535,7.2942,1.797,29.6083
LIPC,ptvraredmg,0.0321,146157,3,0.0225563909774436,752,0.00514983838273161,4.458,1.4161,14.0347
CLEC6A,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
PPP1R14C,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
HES2,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
ZKSCAN1,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
UTS2B,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
MRPS6,ptvraredmg,0.0314,146157,1,0.0075187969924812,34,0.00023283843751712,32.529,4.4203,239.3809
COL4A1,ptvraredmg,0.0313,146157,4,0.0300751879699248,1292,0.00884786062565058,3.4735,1.2822,9.4099
CACNB4,ptvraredmg,0.0313,146157,2,0.0150375939849624,300,0.00205445680162165,7.416,1.8268,30.105
GRWD1,ptvraredmg,0.0313,146157,2,0.0150375939849624,300,0.00205445680162165,7.416,1.8268,30.105
ZNF615,ptvraredmg,0.0307,146157,2,0.0150375939849624,297,0.00203391223360543,7.491,1.8452,30.4112
