Gene,Collapsing model,P value,No. participants,No. cases with QV,% cases with QV,No. controls with QV,% controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
SRR,flexdmg,0.0998,146157,2,0.0150375939849624,583,0.00399249438448474,3.8087,0.9403,15.4271
SECISBP2,flexdmg,0.0998,146157,2,0.0150375939849624,583,0.00399249438448474,3.8087,0.9403,15.4271
TNRC6B,flexdmg,0.0998,146157,2,0.0150375939849624,583,0.00399249438448474,3.8087,0.9403,15.4271
MEIS3,flexdmg,0.0998,146157,2,0.0150375939849624,583,0.00399249438448474,3.8087,0.9403,15.4271
ENTPD4,flexdmg,0.0998,146157,2,0.0150375939849624,583,0.00399249438448474,3.8087,0.9403,15.4271
UEVLD,flexdmg,0.0995,146157,2,0.0150375939849624,582,0.003985646195146,3.8153,0.9419,15.4538
FAM219B,flexdmg,0.0994,146157,1,0.0075187969924812,114,0.000780693584616227,9.6963,1.3442,69.9449
TMEM14B,flexdmg,0.0994,146157,1,0.0075187969924812,114,0.000780693584616227,9.6963,1.3442,69.9449
SIK3,flexdmg,0.0993,146157,3,0.0225563909774436,1209,0.00827946091053525,2.7642,0.8788,8.6948
PCNX4,flexdmg,0.0991,146157,3,0.0225563909774436,1208,0.00827261272119652,2.7665,0.8795,8.7021
RFX4,flexdmg,0.099,146157,2,0.0150375939849624,580,0.00397194981646853,3.8285,0.9452,15.5074
GET4,flexdmg,0.099,146157,2,0.0150375939849624,580,0.00397194981646853,3.8285,0.9452,15.5074
ULK1,flexdmg,0.099,146157,2,0.0150375939849624,580,0.00397194981646853,3.8285,0.9452,15.5074
VNN2,flexdmg,0.099,146157,3,0.0225563909774436,1207,0.00826576453185778,2.7688,0.8802,8.7094
CCT2,flexdmg,0.0987,146157,2,0.0150375939849624,579,0.00396510162712979,3.8351,0.9468,15.5343
CXCL12,flexdmg,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
ITM2A,flexdmg,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
BEST4,flexdmg,0.0984,146157,2,0.0150375939849624,578,0.00395825343779105,3.8418,0.9485,15.5614
SLC43A2,flexdmg,0.0981,146157,2,0.0150375939849624,577,0.00395140524845231,3.8485,0.9501,15.5885
PTPN23,flexdmg,0.0979,146157,3,0.0225563909774436,1201,0.00822467539582534,2.7827,0.8847,8.7533
CD34,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
PAFAH1B1,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
OR1Q1,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
ZKSCAN5,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
FGF17,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
CDK14,flexdmg,0.0978,146157,2,0.0150375939849624,576,0.00394455705911357,3.8552,0.9518,15.6158
FBXL17,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
PIAS1,flexdmg,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
CATSPER1,flexdmg,0.0977,146157,3,0.0225563909774436,1200,0.0082178272064866,2.7851,0.8854,8.7607
PPFIA1,flexdmg,0.0975,146157,3,0.0225563909774436,1199,0.00821097901714787,2.7874,0.8861,8.7681
SELENBP1,flexdmg,0.0975,146157,2,0.0150375939849624,575,0.00393770886977483,3.8619,0.9534,15.6431
RRNAD1,flexdmg,0.0973,146157,2,0.0150375939849624,574,0.00393086068043609,3.8687,0.9551,15.6705
ZNF653,flexdmg,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
TFPT,flexdmg,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
TAF4,flexdmg,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
NOD1,flexdmg,0.097,146157,3,0.0225563909774436,1196,0.00819043444913165,2.7945,0.8884,8.7903
TSG101,flexdmg,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
VPS13C,flexdmg,0.0967,146157,5,0.037593984962406,2657,0.0181956390730291,2.1077,0.8618,5.1548
OR5B2,flexdmg,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
SMS,flexdmg,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
KAT5,flexdmg,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
INTS4,flexdmg,0.0961,146157,2,0.0150375939849624,570,0.00390346792308114,3.8959,0.9618,15.7812
ANKRD30A,flexdmg,0.0961,146157,2,0.0150375939849624,570,0.00390346792308114,3.8959,0.9618,15.7812
LINGO3,flexdmg,0.0961,146157,2,0.0150375939849624,570,0.00390346792308114,3.8959,0.9618,15.7812
EIF2A,flexdmg,0.0958,146157,2,0.0150375939849624,569,0.0038966197337424,3.9028,0.9635,15.8091
HDDC2,flexdmg,0.0958,146157,2,0.0150375939849624,569,0.0038966197337424,3.9028,0.9635,15.8091
FLNC,flexdmg,0.0953,146157,1,0.0075187969924812,5033,0.0344669369418726,0.2122,0.0297,1.5181
LRG1,flexdmg,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
DNER,flexdmg,0.0953,146157,2,0.0150375939849624,567,0.00388292335506492,3.9166,0.9669,15.8652
GLIPR2,flexdmg,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
TBX19,flexdmg,0.095,146157,2,0.0150375939849624,566,0.00387607516572618,3.9236,0.9686,15.8934
SEMA4F,flexdmg,0.0947,146157,2,0.0150375939849624,565,0.00386922697638744,3.9305,0.9703,15.9217
GRM3,flexdmg,0.0947,146157,2,0.0150375939849624,565,0.00386922697638744,3.9305,0.9703,15.9217
TMEM211,flexdmg,0.0945,146157,1,0.0075187969924812,108,0.000739604448583794,10.2354,1.4182,73.8687
FAM107A,flexdmg,0.0945,146157,1,0.0075187969924812,108,0.000739604448583794,10.2354,1.4182,73.8687
OR8H1,flexdmg,0.0937,146157,1,0.0075187969924812,107,0.000732756259245056,10.3311,1.4314,74.5659
FBF1,flexdmg,0.0936,146157,2,0.0150375939849624,561,0.00384183421903249,3.9587,0.9772,16.036
FRMD5,flexdmg,0.0933,146157,2,0.0150375939849624,560,0.00383498602969375,3.9658,0.979,16.0648
TMCC3,flexdmg,0.0933,146157,2,0.0150375939849624,560,0.00383498602969375,3.9658,0.979,16.0648
ABCC9,flexdmg,0.093,146157,3,0.0225563909774436,1174,0.0080397742836794,2.8473,0.9051,8.9566
TTC27,flexdmg,0.093,146157,3,0.0225563909774436,1174,0.0080397742836794,2.8473,0.9051,8.9566
LARS2,flexdmg,0.093,146157,2,0.0150375939849624,559,0.00382813784035501,3.9729,0.9807,16.0937
TNFRSF17,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
A1BG,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
TARDBP,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
RBM43,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
GPSM3,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
GPR183,flexdmg,0.0929,146157,1,0.0075187969924812,106,0.000725908069906317,10.4287,1.4448,75.2763
KRT33A,flexdmg,0.0928,146157,3,0.0225563909774436,1173,0.00803292609434066,2.8497,0.9059,8.9643
FAM189A1,flexdmg,0.0928,146157,2,0.0150375939849624,558,0.00382128965101627,3.98,0.9825,16.1227
AMN,flexdmg,0.0925,146157,2,0.0150375939849624,557,0.00381444146167753,3.9872,0.9843,16.1519
CRYBA2,flexdmg,0.0925,146157,2,0.0150375939849624,557,0.00381444146167753,3.9872,0.9843,16.1519
WDSUB1,flexdmg,0.0923,146157,3,0.0225563909774436,1170,0.00801238152632444,2.8571,0.9083,8.9875
PTPRU,flexdmg,0.0923,146157,3,0.0225563909774436,1170,0.00801238152632444,2.8571,0.9083,8.9875
LYPLA2,flexdmg,0.092,146157,1,0.0075187969924812,105,0.000719059880567578,10.5281,1.4584,76.0003
DPY19L3,flexdmg,0.0784,146157,2,0.0150375939849624,505,0.00345833561606311,4.3993,1.0857,17.8259
COL9A1,flexdmg,0.0784,146157,4,0.0300751879699248,1761,0.0120596614255191,2.5402,0.9381,6.8787
TMPRSS12,flexdmg,0.0781,146157,2,0.0150375939849624,504,0.00345148742672437,4.4081,1.0879,17.8615
ZNF317,flexdmg,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
SNX24,flexdmg,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
ARL5B,flexdmg,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
OR4M1,flexdmg,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
OR52J3,flexdmg,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
GRM1,flexdmg,0.0779,146157,3,0.0225563909774436,1086,0.00743713362187038,3.0799,0.979,9.6894
FREM2,flexdmg,0.0777,146157,5,0.037593984962406,2482,0.0169972059387498,2.2591,0.9237,5.5253
ARHGAP39,flexdmg,0.0773,146157,2,0.0150375939849624,501,0.00343094285870816,4.4346,1.0944,17.9691
POU2F3,flexdmg,0.0773,146157,2,0.0150375939849624,501,0.00343094285870816,4.4346,1.0944,17.9691
ZNF182,flexdmg,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
NR2C2AP,flexdmg,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
C12ORF73,flexdmg,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
ZC3H11A,flexdmg,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
KEAP1,flexdmg,0.0768,146157,2,0.0150375939849624,499,0.00341724648003068,4.4524,1.0988,18.0416
FCHSD1,flexdmg,0.0768,146157,2,0.0150375939849624,499,0.00341724648003068,4.4524,1.0988,18.0416
ATP10A,flexdmg,0.0767,146157,4,0.0300751879699248,1747,0.0119637867747767,2.5608,0.9457,6.9345
NUBP1,flexdmg,0.0765,146157,2,0.0150375939849624,498,0.00341039829069194,4.4614,1.101,18.078
FBXL14,flexdmg,0.0762,146157,1,0.0075187969924812,86,0.00058894428313154,12.8557,1.7772,92.993
CALML5,flexdmg,0.0762,146157,1,0.0075187969924812,86,0.00058894428313154,12.8557,1.7772,92.993
PTCH1,flexdmg,0.076,146157,5,0.037593984962406,2465,0.0168807867199912,2.275,0.9301,5.5641
KRTDAP,flexdmg,0.0753,146157,1,0.0075187969924812,85,0.000582096093792801,13.007,1.7979,94.1002
FAM120C,flexdmg,0.0753,146157,1,0.0075187969924812,85,0.000582096093792801,13.007,1.7979,94.1002
SERINC4,flexdmg,0.0752,146157,2,0.0150375939849624,493,0.00337615734399825,4.5068,1.1122,18.2625
RAB11FIP1,flexdmg,0.0752,146157,2,0.0150375939849624,493,0.00337615734399825,4.5068,1.1122,18.2625
KLHL21,flexdmg,0.0752,146157,2,0.0150375939849624,493,0.00337615734399825,4.5068,1.1122,18.2625
PRPF31,flexdmg,0.075,146157,2,0.0150375939849624,492,0.00336930915465951,4.516,1.1144,18.2999
NECTIN1,flexdmg,0.0747,146157,2,0.0150375939849624,491,0.00336246096532077,4.5252,1.1167,18.3374
DNAH11,flexdmg,0.0746,146157,8,0.0601503759398496,4603,0.0315222155262149,1.9663,0.9615,4.0211
CDK1,flexdmg,0.0745,146157,1,0.0075187969924812,84,0.000575247904454062,13.162,1.8191,95.2341
LILRB3,flexdmg,0.0745,146157,1,0.0075187969924812,84,0.000575247904454062,13.162,1.8191,95.2341
MRPL51,flexdmg,0.0745,146157,1,0.0075187969924812,84,0.000575247904454062,13.162,1.8191,95.2341
RAB6A,flexdmg,0.0745,146157,1,0.0075187969924812,84,0.000575247904454062,13.162,1.8191,95.2341
SMARCD1,flexdmg,0.0745,146157,1,0.0075187969924812,84,0.000575247904454062,13.162,1.8191,95.2341
ATL2,flexdmg,0.0744,146157,2,0.0150375939849624,490,0.00335561277598203,4.5345,1.119,18.375
XXYLT1,flexdmg,0.0744,146157,2,0.0150375939849624,490,0.00335561277598203,4.5345,1.119,18.375
MTUS1,flexdmg,0.0744,146157,2,0.0150375939849624,490,0.00335561277598203,4.5345,1.119,18.375
APTX,flexdmg,0.0742,146157,2,0.0150375939849624,489,0.00334876458664329,4.5438,1.1213,18.4128
GRPR,flexdmg,0.0742,146157,2,0.0150375939849624,489,0.00334876458664329,4.5438,1.1213,18.4128
CIAO1,flexdmg,0.0739,146157,2,0.0150375939849624,488,0.00334191639730455,4.5531,1.1236,18.4508
ZNF780B,flexdmg,0.0737,146157,2,0.0150375939849624,487,0.00333506820796581,4.5625,1.1259,18.4889
NPM3,flexdmg,0.0736,146157,1,0.0075187969924812,83,0.000568399715115324,13.3206,1.8407,96.3955
TMOD4,flexdmg,0.0729,146157,2,0.0150375939849624,484,0.0033145236399496,4.5909,1.1329,18.6042
QSOX2,flexdmg,0.0729,146157,2,0.0150375939849624,484,0.0033145236399496,4.5909,1.1329,18.6042
BANF2,flexdmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
LRRC61,flexdmg,0.0728,146157,1,0.0075187969924812,82,0.000561551525776585,13.4832,1.8629,97.5857
MAST2,flexdmg,0.0727,146157,4,0.0300751879699248,1715,0.0117446447159371,2.6092,0.9635,7.0656
ZNF729,flexdmg,0.0724,146157,2,0.0150375939849624,482,0.00330082726127212,4.61,1.1376,18.6819
UNC119,flexdmg,0.0724,146157,2,0.0150375939849624,482,0.00330082726127212,4.61,1.1376,18.6819
CDK12,flexdmg,0.0721,146157,2,0.0150375939849624,481,0.00329397907193338,4.6196,1.1399,18.721
MEF2C,flexdmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
IL1B,flexdmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
TFE3,flexdmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
C3ORF36,flexdmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
GSTA3,flexdmg,0.072,146157,1,0.0075187969924812,81,0.000554703336437846,13.6497,1.8857,98.8055
CWF19L2,flexdmg,0.0719,146157,2,0.0150375939849624,480,0.00328713088259464,4.6293,1.1423,18.7602
MED23,flexdmg,0.0717,146157,3,0.0225563909774436,1048,0.0071769024269983,3.1924,1.0147,10.0439
CYP2R1,flexdmg,0.0716,146157,2,0.0150375939849624,479,0.0032802826932559,4.639,1.1447,18.7996
SNCAIP,flexdmg,0.0716,146157,2,0.0150375939849624,479,0.0032802826932559,4.639,1.1447,18.7996
TTBK2,flexdmg,0.0713,146157,2,0.0150375939849624,478,0.00327343450391716,4.6487,1.1471,18.8392
ZMYND12,flexdmg,0.0713,146157,2,0.0150375939849624,478,0.00327343450391716,4.6487,1.1471,18.8392
C19ORF44,flexdmg,0.0711,146157,2,0.0150375939849624,477,0.00326658631457843,4.6585,1.1495,18.8789
TRIM6-TRIM34,flexdmg,0.0708,146157,2,0.0150375939849624,476,0.00325973812523969,4.6683,1.1519,18.9188
GPHN,flexdmg,0.0706,146157,2,0.0150375939849624,475,0.00325288993590095,4.6782,1.1543,18.9589
HOXC5,flexdmg,0.0706,146157,2,0.0150375939849624,475,0.00325288993590095,4.6782,1.1543,18.9589
EPYC,flexdmg,0.0706,146157,2,0.0150375939849624,475,0.00325288993590095,4.6782,1.1543,18.9589
FCN1,flexdmg,0.0703,146157,2,0.0150375939849624,474,0.00324604174656221,4.6881,1.1568,18.9992
DCLRE1A,flexdmg,0.0703,146157,2,0.0150375939849624,474,0.00324604174656221,4.6881,1.1568,18.9992
ATP11C,flexdmg,0.0703,146157,2,0.0150375939849624,474,0.00324604174656221,4.6881,1.1568,18.9992
CCDC169-SOHLH2,flexdmg,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
IL13RA2,flexdmg,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
C1ORF131,flexdmg,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
OTOP3,flexdmg,0.0701,146157,2,0.0150375939849624,473,0.00323919355722347,4.698,1.1592,19.0396
ERICH3,flexdmg,0.0696,146157,2,0.0150375939849624,471,0.00322549717854599,4.718,1.1642,19.1209
C6ORF132,flexdmg,0.0696,146157,2,0.0150375939849624,471,0.00322549717854599,4.718,1.1642,19.1209
CNBD1,flexdmg,0.0696,146157,2,0.0150375939849624,471,0.00322549717854599,4.718,1.1642,19.1209
CD40,flexdmg,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
CMSS1,flexdmg,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
TAS2R1,flexdmg,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
SMYD5,flexdmg,0.0693,146157,2,0.0150375939849624,470,0.00321864898920725,4.7281,1.1666,19.1618
PGK1,flexdmg,0.069,146157,2,0.0150375939849624,469,0.00321180079986851,4.7382,1.1691,19.203
SLC17A4,flexdmg,0.069,146157,2,0.0150375939849624,469,0.00321180079986851,4.7382,1.1691,19.203
SCRN2,flexdmg,0.069,146157,2,0.0150375939849624,469,0.00321180079986851,4.7382,1.1691,19.203
PTPRS,flexdmg,0.0688,146157,4,0.0300751879699248,1682,0.0115186544677587,2.661,0.9826,7.2061
MARCKSL1,flexdmg,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
RBM7,flexdmg,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
THAP9,flexdmg,0.0683,146157,2,0.0150375939849624,466,0.0031912562318523,4.7688,1.1766,19.3273
COQ4,flexdmg,0.0683,146157,2,0.0150375939849624,466,0.0031912562318523,4.7688,1.1766,19.3273
BCL2L12,flexdmg,0.068,146157,2,0.0150375939849624,465,0.00318440804251356,4.7791,1.1792,19.3692
MMP14,flexdmg,0.068,146157,2,0.0150375939849624,465,0.00318440804251356,4.7791,1.1792,19.3692
RPS6KA1,flexdmg,0.068,146157,2,0.0150375939849624,465,0.00318440804251356,4.7791,1.1792,19.3692
C1ORF74,flexdmg,0.0678,146157,2,0.0150375939849624,464,0.00317755985317482,4.7894,1.1817,19.4112
CDSN,flexdmg,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
CD1B,flexdmg,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
OR13C8,flexdmg,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
USP12,flexdmg,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
DUXA,flexdmg,0.0565,146157,2,0.0150375939849624,418,0.00286254314359283,5.3182,1.3118,21.5611
PALLD,flexdmg,0.0562,146157,3,0.0225563909774436,945,0.0064715389251082,3.5428,1.1259,11.1485
PAXIP1,flexdmg,0.0561,146157,2,0.0150375939849624,416,0.00284884676491536,5.3438,1.3181,21.6654
INSR,flexdmg,0.0559,146157,3,0.0225563909774436,943,0.00645784254643072,3.5504,1.1283,11.1723
ULBP3,flexdmg,0.0558,146157,1,0.0075187969924812,62,0.000424587739001808,17.835,2.4548,129.5759
OR52I1,flexdmg,0.0556,146157,2,0.0150375939849624,414,0.00283515038623788,5.3697,1.3244,21.7708
AIRE,flexdmg,0.0556,146157,4,0.0300751879699248,1563,0.0107037199364488,2.8659,1.0582,7.7618
GTF2F1,flexdmg,0.0556,146157,2,0.0150375939849624,414,0.00283515038623788,5.3697,1.3244,21.7708
PHKG1,flexdmg,0.0555,146157,3,0.0225563909774436,940,0.00643729797841451,3.5618,1.1319,11.2083
MIOX,flexdmg,0.0554,146157,2,0.0150375939849624,413,0.00282830219689914,5.3827,1.3276,21.8238
IL1R2,flexdmg,0.0554,146157,2,0.0150375939849624,413,0.00282830219689914,5.3827,1.3276,21.8238
AHCYL2,flexdmg,0.0551,146157,2,0.0150375939849624,412,0.0028214540075604,5.3958,1.3308,21.8771
CCDC85B,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
CCDC105,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
FGFBP2,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
CRABP1,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
MIXL1,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
RPL23,flexdmg,0.0549,146157,1,0.0075187969924812,61,0.000417739549663069,18.1275,2.4945,131.7347
CHD5,flexdmg,0.0549,146157,4,0.0300751879699248,1556,0.0106557826110776,2.8789,1.063,7.7971
TBC1D32,flexdmg,0.0548,146157,3,0.0225563909774436,935,0.00640305703172081,3.581,1.138,11.2687
CCDC81,flexdmg,0.0547,146157,2,0.0150375939849624,410,0.00280775762888292,5.4222,1.3373,21.9845
WNT10B,flexdmg,0.0547,146157,2,0.0150375939849624,410,0.00280775762888292,5.4222,1.3373,21.9845
MEGF11,flexdmg,0.0546,146157,4,0.0300751879699248,1553,0.0106352380430614,2.8846,1.0651,7.8123
CROCC,flexdmg,0.0545,146157,3,0.0225563909774436,933,0.00638936065304334,3.5887,1.1404,11.293
FGA,flexdmg,0.0544,146157,3,0.0225563909774436,932,0.0063825124637046,3.5926,1.1416,11.3053
HP1BP3,flexdmg,0.054,146157,1,0.0075187969924812,60,0.00041089136032433,18.4298,2.5354,133.9666
BAMBI,flexdmg,0.054,146157,2,0.0150375939849624,407,0.00278721306086671,5.4623,1.3472,22.1475
SPACA7,flexdmg,0.054,146157,1,0.0075187969924812,60,0.00041089136032433,18.4298,2.5354,133.9666
CERS6,flexdmg,0.0537,146157,2,0.0150375939849624,406,0.00278036487152797,5.4758,1.3505,22.2024
GLB1L3,flexdmg,0.0535,146157,3,0.0225563909774436,926,0.00634142332767216,3.616,1.1491,11.3791
AIF1L,flexdmg,0.0532,146157,1,0.0075187969924812,59,0.000404043170985591,18.7423,2.5777,136.2755
C1ORF162,flexdmg,0.0532,146157,1,0.0075187969924812,59,0.000404043170985591,18.7423,2.5777,136.2755
MATN1,flexdmg,0.053,146157,3,0.0225563909774436,922,0.00631403057031721,3.6318,1.1541,11.4289
WFDC8,flexdmg,0.0526,146157,2,0.0150375939849624,401,0.00274612392483427,5.5443,1.3673,22.481
OTUB1,flexdmg,0.0523,146157,1,0.0075187969924812,58,0.000397194981646853,19.0656,2.6214,138.6652
VAMP8,flexdmg,0.0523,146157,1,0.0075187969924812,58,0.000397194981646853,19.0656,2.6214,138.6652
MAP2K2,flexdmg,0.0519,146157,2,0.0150375939849624,398,0.00272557935681806,5.5862,1.3776,22.6515
C8ORF33,flexdmg,0.0514,146157,1,0.0075187969924812,57,0.000390346792308114,19.4002,2.6666,141.1402
CACNB4,flexdmg,0.0514,146157,2,0.0150375939849624,396,0.00271188297814058,5.6145,1.3846,22.7666
D2HGDH,flexdmg,0.0506,146157,3,0.0225563909774436,905,0.00619761135155865,3.7004,1.1759,11.6453
DTX1,flexdmg,0.0505,146157,2,0.0150375939849624,392,0.00268449022078562,5.6719,1.3987,23.0003
COQ2,flexdmg,0.0505,146157,2,0.0150375939849624,392,0.00268449022078562,5.6719,1.3987,23.0003
ACKR2,flexdmg,0.0503,146157,2,0.0150375939849624,391,0.00267764203144689,5.6865,1.4023,23.0595
RNF139,flexdmg,0.0503,146157,2,0.0150375939849624,391,0.00267764203144689,5.6865,1.4023,23.0595
RGMA,flexdmg,0.0501,146157,3,0.0225563909774436,901,0.00617021859420369,3.717,1.1811,11.6975
KCNQ5,flexdmg,0.05,146157,3,0.0225563909774436,900,0.00616337040486495,3.7211,1.1824,11.7106
MRGBP,flexdmg,0.0497,146157,1,0.0075187969924812,55,0.000376650413630636,20.1059,2.7619,146.3649
SLC6A16,flexdmg,0.0496,146157,3,0.0225563909774436,897,0.00614282583684874,3.7337,1.1864,11.75
ZNF471,flexdmg,0.0494,146157,2,0.0150375939849624,387,0.00265024927409193,5.7454,1.4168,23.2994
OR6V1,flexdmg,0.092,146157,1,0.0075187969924812,105,0.000719059880567578,10.5281,1.4584,76.0003
NIPSNAP1,flexdmg,0.092,146157,1,0.0075187969924812,105,0.000719059880567578,10.5281,1.4584,76.0003
GSTM4,flexdmg,0.092,146157,1,0.0075187969924812,105,0.000719059880567578,10.5281,1.4584,76.0003
GJA8,flexdmg,0.0919,146157,3,0.0225563909774436,1168,0.00799868514764696,2.862,0.9098,9.003
SNX29,flexdmg,0.0919,146157,2,0.0150375939849624,555,0.00380074508300005,4.0016,0.9878,16.2104
PCDH12,flexdmg,0.0916,146157,3,0.0225563909774436,1166,0.00798498876896948,2.867,0.9114,9.0186
KRT75,flexdmg,0.0914,146157,3,0.0225563909774436,1165,0.00797814057963075,2.8694,0.9122,9.0264
DCC,flexdmg,0.0884,146157,3,0.0225563909774436,1148,0.00786172136087218,2.9123,0.9258,9.1614
TRPS1,flexdmg,0.0882,146157,3,0.0225563909774436,1147,0.00785487317153345,2.9148,0.9266,9.1694
TOR2A,flexdmg,0.0881,146157,2,0.0150375939849624,541,0.00370487043225771,4.1056,1.0134,16.6326
IL17D,flexdmg,0.0879,146157,1,0.0075187969924812,100,0.000684818933873884,11.0548,1.5307,79.84
CMTM1,flexdmg,0.0879,146157,1,0.0075187969924812,100,0.000684818933873884,11.0548,1.5307,79.84
PPM1D,flexdmg,0.0879,146157,1,0.0075187969924812,100,0.000684818933873884,11.0548,1.5307,79.84
CACNG8,flexdmg,0.0879,146157,1,0.0075187969924812,100,0.000684818933873884,11.0548,1.5307,79.84
STX1A,flexdmg,0.0879,146157,1,0.0075187969924812,100,0.000684818933873884,11.0548,1.5307,79.84
NT5E,flexdmg,0.0878,146157,2,0.0150375939849624,540,0.00369802224291897,4.1132,1.0153,16.6636
PCDHGB5,flexdmg,0.0875,146157,4,0.0300751879699248,1832,0.0125458828685696,2.4405,0.9013,6.6085
GRIA4,flexdmg,0.0873,146157,2,0.0150375939849624,538,0.00368432586424149,4.1286,1.0191,16.7259
QDPR,flexdmg,0.0873,146157,2,0.0150375939849624,538,0.00368432586424149,4.1286,1.0191,16.7259
NEUROG3,flexdmg,0.087,146157,1,0.0075187969924812,99,0.000677970744535145,11.1666,1.546,80.655
MS4A7,flexdmg,0.087,146157,1,0.0075187969924812,99,0.000677970744535145,11.1666,1.546,80.655
HIST1H3F,flexdmg,0.087,146157,1,0.0075187969924812,99,0.000677970744535145,11.1666,1.546,80.655
EMC2,flexdmg,0.087,146157,1,0.0075187969924812,99,0.000677970744535145,11.1666,1.546,80.655
